time,server,avg_bitrate_mode_live,avg_bitrate_mode_vod
2025-01-12 20:04:30,ceimno1-17,4151945.0,3294637.0
2025-01-12 20:04:30,ceimno1-18,4275347.0,1953551.0
2025-01-12 20:04:30,ceimno1-19,3958465.0,2430886.0
2025-01-12 20:04:30,ceimpe1-01,4227918.0,2547480.0
2025-01-12 20:04:30,ceimpe1-02,3601261.0,3024474.0
2025-01-12 20:04:30,ceimpe1-03,4014147.0,1877797.0
2025-01-12 20:04:30,ceimpe1-04,3669396.0,2375909.0
2025-01-12 20:04:30,ceimpe1-05,4110449.0,2645194.0
2025-01-12 20:04:30,ceimpe1-06,3516569.0,2423001.0
2025-01-12 20:04:30,ceimpe1-07,3954690.0,2955250.0
2025-01-12 20:04:30,ceimpe1-08,3636687.0,2936295.0
2025-01-12 20:04:30,ceimpe1-09,4014443.0,2885726.0
2025-01-12 20:04:30,ceimpe1-10,3524589.0,3604452.0
2025-01-12 20:04:30,ceimpe1-11,4045421.0,2609514.0
2025-01-12 20:04:30,ceimpe1-12,3564309.0,3957765.0
2025-01-12 20:04:30,ceimpe1-13,4005604.0,3217122.0
2025-01-12 20:04:30,ceimpe1-14,3549773.0,2454957.0
2025-01-12 20:04:30,ceimpe1-15,4233801.0,2661307.0
2025-01-12 20:04:30,ceimpe1-16,2943414.0,1619862.0
2025-01-12 20:04:30,ceimsm1-01,4033087.0,3585452.0
2025-01-12 20:04:30,ceimsm1-02,4127724.0,3316758.0
2025-01-12 20:04:30,ceimsm1-03,4018394.0,3777712.0
2025-01-12 20:04:30,ceimsm1-04,3993554.0,3312477.0
2025-01-12 20:04:30,ceimsm1-05,4093519.0,3796293.0
2025-01-12 20:04:30,ceimsm1-06,4096715.0,4103141.0
2025-01-12 20:04:30,ceimsm1-07,4213171.0,3403008.0
2025-01-12 20:04:30,ceimsm1-08,4197387.0,3939735.0
2025-01-12 20:04:30,ceimsm1-09,4274627.0,3288013.0
2025-01-12 20:04:30,ceimsm1-10,4260982.0,3063324.0
2025-01-12 20:04:30,ceimsm1-11,4362409.0,4066991.0
2025-01-12 20:04:30,ceimsm1-12,4156149.0,3818426.0
2025-01-12 20:04:30,ceimsm1-13,4200772.0,3606366.0
2025-01-12 20:04:30,ceimsm1-14,4208500.0,3438009.0
2025-01-12 20:04:30,ceimsm1-15,4265321.0,3539907.0
2025-01-12 20:04:30,ceimsm1-16,4192585.0,3427082.0
2025-01-12 20:04:30,ceimsm1-17,4160138.0,3799401.0
2025-01-12 20:04:30,ceimsm1-18,3971098.0,3518752.0
2025-01-12 20:04:30,codmno1-05,,4000000.0
2025-01-12 20:05:00,cecbep1-01,3880772.0,3219302.0
2025-01-12 20:05:00,cecbep1-02,3867921.0,3162442.0
2025-01-12 20:05:00,cecbep1-03,3834182.0,3126415.0
2025-01-12 20:05:00,cecbep1-04,3890679.0,2968884.0
2025-01-12 20:05:00,cecbep1-05,3897964.0,3244465.0
2025-01-12 20:05:00,cecbep1-06,3837711.0,3037941.0
2025-01-12 20:05:00,cecbep1-07,3715805.0,3122284.0
2025-01-12 20:05:00,cecbep1-08,3900542.0,2651452.0
2025-01-12 20:05:00,cecmaz1-01,3671043.0,2620986.0
2025-01-12 20:05:00,cecmaz1-02,3745991.0,1797538.0
2025-01-12 20:05:00,cecmaz1-03,3733091.0,2680740.0
2025-01-12 20:05:00,cecmaz1-04,4155369.0,1659301.0
2025-01-12 20:05:00,cecmaz1-05,3710041.0,1875388.0
2025-01-12 20:05:00,cecmaz1-06,3825937.0,1537902.0
2025-01-12 20:05:00,cecmaz1-07,3773320.0,2583898.0
2025-01-12 20:05:00,cecmaz1-08,3678977.0,1556278.0
2025-01-12 20:05:00,cecmsm1-01,3934107.0,2664444.0
2025-01-12 20:05:00,cecmsm1-02,4091817.0,2705802.0
2025-01-12 20:05:00,cecmsm1-03,3868881.0,2509870.0
2025-01-12 20:05:00,cecmsm1-04,3975489.0,2165383.0
2025-01-12 20:05:00,cecmsm1-05,4017837.0,2825429.0
2025-01-12 20:05:00,cecmsm1-06,4142864.0,1758564.0
2025-01-12 20:05:00,cecmsm1-07,3797493.0,1793442.0
2025-01-12 20:05:00,cecmsm1-08,3715903.0,1950595.0
2025-01-12 20:05:00,cefsbin3-01,4432642.0,2670244.0
2025-01-12 20:05:00,cefsbin3-02,4403219.0,2868114.0
2025-01-12 20:05:00,cefsbin3-03,4571423.0,2720751.0
2025-01-12 20:05:00,cefsbin3-04,4482964.0,1887468.0
2025-01-12 20:05:00,cefsbin3-05,4350895.0,2627863.0
2025-01-12 20:05:00,cefsbin3-06,4314206.0,2578651.0
2025-01-12 20:05:00,ceihta1-01,4011200.0,2242465.0
2025-01-12 20:05:00,ceihta1-02,3780257.0,2223876.0
2025-01-12 20:05:00,ceihta1-03,4102546.0,2334898.0
2025-01-12 20:05:00,ceihta1-04,3621129.0,2765662.0
2025-01-12 20:05:00,ceihta1-05,2415886.0,1464993.0
2025-01-12 20:05:00,ceihta1-06,4121234.0,2784534.0
2025-01-12 20:05:00,ceihta1-07,4194728.0,1392798.0
2025-01-12 20:05:00,ceihta1-08,3856709.0,1969286.0
2025-01-12 20:05:00,ceihta1-09,3767558.0,1741663.0
2025-01-12 20:05:00,ceihta1-10,4067449.0,2703584.0
2025-01-12 20:05:00,ceihta1-11,4219284.0,2403606.0
2025-01-12 20:05:00,ceihta1-12,4036395.0,1693819.0
2025-01-12 20:05:00,ceihta1-13,4062394.0,2612903.0
2025-01-12 20:05:00,ceihta1-14,3967140.0,2017023.0
2025-01-12 20:05:00,ceihta1-15,3672276.0,2188628.0
2025-01-12 20:05:00,ceihta1-16,4075305.0,1439457.0
2025-01-12 20:05:00,ceihta1-17,4227701.0,1377217.0
2025-01-12 20:05:00,ceihta1-18,3841737.0,2030700.0
2025-01-12 20:05:00,ceihta1-19,4118951.0,2624177.0
2025-01-12 20:05:00,ceihta1-20,4004106.0,2253933.0
2025-01-12 20:05:00,ceimno1-01,4011620.0,3184516.0
2025-01-12 20:05:00,ceimno1-02,4245229.0,3106447.0
2025-01-12 20:05:00,ceimno1-03,4078741.0,3652780.0
2025-01-12 20:05:00,ceimno1-04,4249447.0,3023372.0
2025-01-12 20:05:00,ceimno1-05,4119560.0,2492146.0
2025-01-12 20:05:00,ceimno1-06,3977643.0,2951422.0
2025-01-12 20:05:00,ceimno1-07,4058766.0,2690134.0
2025-01-12 20:05:00,ceimno1-08,4223690.0,3104608.0
2025-01-12 20:05:00,ceimno1-09,4144422.0,3122211.0
2025-01-12 20:05:00,ceimno1-10,4102046.0,3339541.0
2025-01-12 20:05:00,ceimno1-11,4113053.0,2351747.0
2025-01-12 20:05:00,ceimno1-12,3961181.0,3291189.0
2025-01-12 20:05:00,ceimno1-13,3000000.0,2444444.0
2025-01-12 20:05:00,ceimno1-14,4165745.0,3207454.0
2025-01-12 20:05:00,ceimno1-15,4090355.0,3219485.0
2025-01-12 20:05:00,ceimno1-16,4190414.0,3279176.0
2025-01-12 20:05:00,ceimno1-17,4151424.0,3269176.0
2025-01-12 20:05:00,ceimno1-18,4328370.0,2003277.0
2025-01-12 20:05:00,ceimno1-19,3976913.0,2357736.0
2025-01-12 20:05:00,ceimpe1-01,4166889.0,2475588.0
2025-01-12 20:05:00,ceimpe1-02,3570784.0,2985452.0
2025-01-12 20:05:00,ceimpe1-03,4014105.0,1894862.0
2025-01-12 20:05:00,ceimpe1-04,3721138.0,2591219.0
2025-01-12 20:05:00,ceimpe1-05,4144375.0,2661227.0
2025-01-12 20:05:00,ceimpe1-06,3001711.0,2044125.0
2025-01-12 20:05:00,ceimpe1-07,3897794.0,2938627.0
2025-01-12 20:05:00,ceimpe1-08,3691193.0,2908753.0
2025-01-12 20:05:00,ceimpe1-09,3996868.0,2829971.0
2025-01-12 20:05:00,ceimpe1-10,3640200.0,2841298.0
2025-01-12 20:05:00,ceimpe1-11,4118372.0,2612881.0
2025-01-12 20:05:00,ceimpe1-12,3607387.0,3749475.0
2025-01-12 20:05:00,ceimpe1-13,4046687.0,3276906.0
2025-01-12 20:05:00,ceimpe1-14,3616404.0,2414894.0
2025-01-12 20:05:00,ceimpe1-15,4292908.0,3520288.0
2025-01-12 20:05:00,ceimpe1-16,2829494.0,1774630.0
2025-01-12 20:05:00,ceimsm1-01,4015461.0,3491670.0
2025-01-12 20:05:00,ceimsm1-02,4199446.0,3302895.0
2025-01-12 20:05:00,ceimsm1-03,4039382.0,3584974.0
2025-01-12 20:05:00,ceimsm1-04,4008368.0,3269984.0
2025-01-12 20:05:00,ceimsm1-05,4075763.0,3453098.0
2025-01-12 20:05:00,ceimsm1-06,4085589.0,3460938.0
2025-01-12 20:05:00,ceimsm1-07,4236132.0,3379196.0
2025-01-12 20:05:00,ceimsm1-08,4188950.0,3745673.0
2025-01-12 20:05:00,ceimsm1-09,4365745.0,3207812.0
2025-01-12 20:05:00,ceimsm1-10,4327011.0,3159917.0
2025-01-12 20:05:00,ceimsm1-11,4334468.0,3576655.0
2025-01-12 20:05:00,ceimsm1-12,4164317.0,3716897.0
2025-01-12 20:05:00,ceimsm1-13,4158281.0,3689811.0
2025-01-12 20:05:00,ceimsm1-14,4222784.0,3450170.0
2025-01-12 20:05:00,ceimsm1-15,4285078.0,3402915.0
2025-01-12 20:05:00,ceimsm1-16,4204168.0,3941147.0
2025-01-12 20:05:00,ceimsm1-17,4169128.0,4033659.0
2025-01-12 20:05:00,ceimsm1-18,4029765.0,3781046.0
2025-01-12 20:05:00,codmno1-05,,8585175.0
2025-01-12 20:05:30,cecbep1-01,3808247.0,3153328.0
2025-01-12 20:05:30,cecbep1-02,3785363.0,3165066.0
2025-01-12 20:05:30,cecbep1-03,3769171.0,3229400.0
2025-01-12 20:05:30,cecbep1-04,3794312.0,2823175.0
2025-01-12 20:05:30,cecbep1-05,3850527.0,3292220.0
2025-01-12 20:05:30,cecbep1-06,3795569.0,3079168.0
2025-01-12 20:05:30,cecbep1-07,3713260.0,3085667.0
2025-01-12 20:05:30,cecbep1-08,3850658.0,2620124.0
2025-01-12 20:05:30,cecmaz1-01,3595637.0,2078765.0
2025-01-12 20:05:30,cecmaz1-02,3678876.0,1765759.0
2025-01-12 20:05:30,cecmaz1-03,3656966.0,2729163.0
2025-01-12 20:05:30,cecmaz1-04,3669319.0,1559253.0
2025-01-12 20:05:30,cecmaz1-05,3639719.0,1884709.0
2025-01-12 20:05:30,cecmaz1-06,3758920.0,1522837.0
2025-01-12 20:05:30,cecmaz1-07,3724597.0,2596885.0
2025-01-12 20:05:30,cecmaz1-08,3579030.0,1576177.0
2025-01-12 20:05:30,cecmsm1-01,3923278.0,2621461.0
2025-01-12 20:05:30,cecmsm1-02,4082471.0,2740061.0
2025-01-12 20:05:30,cecmsm1-03,3865305.0,2568124.0
2025-01-12 20:05:30,cecmsm1-04,3944202.0,2121804.0
2025-01-12 20:05:30,cecmsm1-05,4001404.0,2843359.0
2025-01-12 20:05:30,cecmsm1-06,4100777.0,1761694.0
2025-01-12 20:05:30,cecmsm1-07,3809510.0,1789995.0
2025-01-12 20:05:30,cecmsm1-08,3793417.0,1917720.0
2025-01-12 20:05:30,cefsbin3-01,4315336.0,2278237.0
2025-01-12 20:05:30,cefsbin3-02,4386316.0,2894181.0
2025-01-12 20:05:30,cefsbin3-03,4502315.0,2695109.0
2025-01-12 20:05:30,cefsbin3-04,4418972.0,1913351.0
2025-01-12 20:05:30,cefsbin3-05,4343278.0,2641810.0
2025-01-12 20:05:30,cefsbin3-06,4298247.0,2691678.0
2025-01-12 20:05:30,ceihta1-01,3958729.0,2230156.0
2025-01-12 20:05:30,ceihta1-02,3740745.0,2188741.0
2025-01-12 20:05:30,ceihta1-03,3958320.0,2339853.0
2025-01-12 20:05:30,ceihta1-04,3851090.0,2700189.0
2025-01-12 20:05:30,ceihta1-05,3526854.0,1446296.0
2025-01-12 20:05:30,ceihta1-06,3874719.0,2848572.0
2025-01-12 20:05:30,ceihta1-07,3876624.0,1319512.0
2025-01-12 20:05:30,ceihta1-08,3702627.0,2029457.0
2025-01-12 20:05:30,ceihta1-09,3732822.0,1816607.0
2025-01-12 20:05:30,ceihta1-10,3871026.0,2699890.0
2025-01-12 20:05:30,ceihta1-11,4017884.0,2494569.0
2025-01-12 20:05:30,ceihta1-12,4048944.0,1807944.0
2025-01-12 20:05:30,ceihta1-13,3895024.0,2714835.0
2025-01-12 20:05:30,ceihta1-14,3872205.0,2016679.0
2025-01-12 20:05:30,ceihta1-15,3790235.0,2152559.0
2025-01-12 20:05:30,ceihta1-16,4108135.0,1448034.0
2025-01-12 20:05:30,ceihta1-17,4235605.0,1403954.0
2025-01-12 20:05:30,ceihta1-18,3949693.0,2054870.0
2025-01-12 20:05:30,ceihta1-19,4037623.0,2637503.0
2025-01-12 20:05:30,ceihta1-20,3870934.0,2245002.0
2025-01-12 20:05:30,ceimno1-01,3984330.0,3049805.0
2025-01-12 20:05:30,ceimno1-02,4191183.0,3113346.0
2025-01-12 20:05:30,ceimno1-03,4049867.0,3783622.0
2025-01-12 20:05:30,ceimno1-04,4196629.0,3008929.0
2025-01-12 20:05:30,ceimno1-05,4096567.0,2498758.0
2025-01-12 20:05:30,ceimno1-06,3912195.0,2880185.0
2025-01-12 20:05:30,ceimno1-07,4028509.0,2585865.0
2025-01-12 20:05:30,ceimno1-08,4175131.0,2986052.0
2025-01-12 20:05:30,ceimno1-09,4111951.0,3148087.0
2025-01-12 20:05:30,ceimno1-10,4049910.0,3282538.0
2025-01-12 20:05:30,ceimno1-11,4095447.0,2625480.0
2025-01-12 20:05:30,ceimno1-12,3931877.0,3332533.0
2025-01-12 20:05:30,ceimno1-13,3000000.0,5333333.0
2025-01-12 20:05:30,ceimno1-14,4122142.0,3190439.0
2025-01-12 20:05:30,ceimno1-15,4084744.0,3204067.0
2025-01-12 20:05:30,ceimno1-16,4135228.0,3369627.0
2025-01-12 20:05:30,ceimno1-17,4118993.0,3289697.0
2025-01-12 20:05:30,ceimno1-18,4266477.0,2030579.0
2025-01-12 20:05:30,ceimno1-19,3942485.0,2204475.0
2025-01-12 20:05:30,ceimpe1-01,4221340.0,2446306.0
2025-01-12 20:05:30,ceimpe1-02,3496896.0,2891441.0
2025-01-12 20:05:30,ceimpe1-03,3955355.0,1900746.0
2025-01-12 20:05:30,ceimpe1-04,3558351.0,3580959.0
2025-01-12 20:05:30,ceimpe1-05,4030153.0,2678513.0
2025-01-12 20:05:30,ceimpe1-06,2864975.0,2089904.0
2025-01-12 20:05:30,ceimpe1-07,3931535.0,2976777.0
2025-01-12 20:05:30,ceimpe1-08,3531444.0,2811703.0
2025-01-12 20:05:30,ceimpe1-09,3974993.0,2835223.0
2025-01-12 20:05:30,ceimpe1-10,3508302.0,2898807.0
2025-01-12 20:05:30,ceimpe1-11,3957326.0,3404100.0
2025-01-12 20:05:30,ceimpe1-12,3482899.0,2790415.0
2025-01-12 20:05:30,ceimpe1-13,3975043.0,3084521.0
2025-01-12 20:05:30,ceimpe1-14,3517070.0,2297560.0
2025-01-12 20:05:30,ceimpe1-15,4209355.0,3630149.0
2025-01-12 20:05:30,ceimpe1-16,3221156.0,1976255.0
2025-01-12 20:05:30,ceimsm1-01,3988609.0,3193616.0
2025-01-12 20:05:30,ceimsm1-02,4158581.0,3481559.0
2025-01-12 20:05:30,ceimsm1-03,4000348.0,3556164.0
2025-01-12 20:05:30,ceimsm1-04,3995375.0,3728844.0
2025-01-12 20:05:30,ceimsm1-05,4069126.0,3714860.0
2025-01-12 20:05:30,ceimsm1-06,4008443.0,3447697.0
2025-01-12 20:05:30,ceimsm1-07,4206259.0,3263716.0
2025-01-12 20:05:30,ceimsm1-08,4169850.0,4423236.0
2025-01-12 20:05:30,ceimsm1-09,4206152.0,3137024.0
2025-01-12 20:05:30,ceimsm1-10,4102982.0,3359641.0
2025-01-12 20:05:30,ceimsm1-11,4090019.0,4318971.0
2025-01-12 20:05:30,ceimsm1-12,4144383.0,3598280.0
2025-01-12 20:05:30,ceimsm1-13,4173356.0,3606888.0
2025-01-12 20:05:30,ceimsm1-14,4202138.0,3403369.0
2025-01-12 20:05:30,ceimsm1-15,3718302.0,3973470.0
2025-01-12 20:05:30,ceimsm1-16,4155713.0,4118460.0
2025-01-12 20:05:30,ceimsm1-17,4139672.0,4482035.0
2025-01-12 20:05:30,ceimsm1-18,3978675.0,3559595.0
2025-01-12 20:05:30,codmno1-05,,8383877.0
2025-01-12 20:06:00,cecbep1-01,3847638.0,3241348.0
2025-01-12 20:06:00,cecbep1-02,3839169.0,3253338.0
2025-01-12 20:06:00,cecbep1-03,3755137.0,3218079.0
2025-01-12 20:06:00,cecbep1-04,3848092.0,2833543.0
2025-01-12 20:06:00,cecbep1-05,3863974.0,3243015.0
2025-01-12 20:06:00,cecbep1-06,3842940.0,3114184.0
2025-01-12 20:06:00,cecbep1-07,3725035.0,3211906.0
2025-01-12 20:06:00,cecbep1-08,3890029.0,2664506.0
2025-01-12 20:06:00,cecmaz1-01,3635856.0,2590530.0
2025-01-12 20:06:00,cecmaz1-02,3681670.0,1790745.0
2025-01-12 20:06:00,cecmaz1-03,3673107.0,2631684.0
2025-01-12 20:06:00,cecmaz1-04,3541809.0,1576969.0
2025-01-12 20:06:00,cecmaz1-05,3662441.0,1943444.0
2025-01-12 20:06:00,cecmaz1-06,3681799.0,1562656.0
2025-01-12 20:06:00,cecmaz1-07,3740824.0,2602941.0
2025-01-12 20:06:00,cecmaz1-08,3573859.0,1597864.0
2025-01-12 20:06:00,cecmsm1-01,3942743.0,2626763.0
2025-01-12 20:06:00,cecmsm1-02,3958789.0,2569325.0
2025-01-12 20:06:00,cecmsm1-03,3887244.0,2593521.0
2025-01-12 20:06:00,cecmsm1-04,3958205.0,2146552.0
2025-01-12 20:06:00,cecmsm1-05,4033769.0,2853644.0
2025-01-12 20:06:00,cecmsm1-06,4135000.0,1760305.0
2025-01-12 20:06:00,cecmsm1-07,3848977.0,1783496.0
2025-01-12 20:06:00,cecmsm1-08,3720900.0,1916362.0
2025-01-12 20:06:00,cefsbin3-01,4408643.0,2490820.0
2025-01-12 20:06:00,cefsbin3-02,4400200.0,2952248.0
2025-01-12 20:06:00,cefsbin3-03,4512058.0,2744281.0
2025-01-12 20:06:00,cefsbin3-04,4416133.0,1862132.0
2025-01-12 20:06:00,cefsbin3-05,4335954.0,2648947.0
2025-01-12 20:06:00,cefsbin3-06,4301392.0,2638588.0
2025-01-12 20:06:00,ceihta1-01,4005135.0,2293805.0
2025-01-12 20:06:00,ceihta1-02,3890937.0,2202949.0
2025-01-12 20:06:00,ceihta1-03,3810320.0,2312574.0
2025-01-12 20:06:00,ceihta1-04,3814770.0,2779504.0
2025-01-12 20:06:00,ceihta1-05,3498254.0,1437316.0
2025-01-12 20:06:00,ceihta1-06,3939170.0,2896008.0
2025-01-12 20:06:00,ceihta1-07,4091975.0,1349376.0
2025-01-12 20:06:00,ceihta1-08,3758565.0,2078241.0
2025-01-12 20:06:00,ceihta1-09,3697701.0,1802254.0
2025-01-12 20:06:00,ceihta1-10,4014403.0,2700187.0
2025-01-12 20:06:00,ceihta1-11,4029671.0,2443443.0
2025-01-12 20:06:00,ceihta1-12,4068746.0,1779632.0
2025-01-12 20:06:00,ceihta1-13,3881259.0,2620189.0
2025-01-12 20:06:00,ceihta1-14,3886196.0,1976901.0
2025-01-12 20:06:00,ceihta1-15,3787281.0,2204327.0
2025-01-12 20:06:00,ceihta1-16,3929631.0,1441981.0
2025-01-12 20:06:00,ceihta1-17,4227010.0,1413640.0
2025-01-12 20:06:00,ceihta1-18,3910823.0,2169193.0
2025-01-12 20:06:00,ceihta1-19,3886692.0,2575212.0
2025-01-12 20:06:00,ceihta1-20,3747187.0,2270991.0
2025-01-12 20:06:00,ceimno1-01,4103538.0,3132949.0
2025-01-12 20:06:00,ceimno1-02,4240221.0,3145567.0
2025-01-12 20:06:00,ceimno1-03,4087083.0,3642623.0
2025-01-12 20:06:00,ceimno1-04,4242287.0,2863348.0
2025-01-12 20:06:00,ceimno1-05,4120769.0,2478453.0
2025-01-12 20:06:00,ceimno1-06,3943783.0,2947882.0
2025-01-12 20:06:00,ceimno1-07,4031062.0,2880273.0
2025-01-12 20:06:00,ceimno1-08,4216479.0,3052872.0
2025-01-12 20:06:00,ceimno1-09,4097096.0,3189399.0
2025-01-12 20:06:00,ceimno1-10,4090737.0,3438183.0
2025-01-12 20:06:00,ceimno1-11,4120833.0,2004548.0
2025-01-12 20:06:00,ceimno1-12,3940303.0,3259690.0
2025-01-12 20:06:00,ceimno1-13,3000000.0,5142857.0
2025-01-12 20:06:00,ceimno1-14,4133662.0,3208953.0
2025-01-12 20:06:00,ceimno1-15,4079768.0,3091612.0
2025-01-12 20:06:00,ceimno1-16,4183064.0,3351385.0
2025-01-12 20:06:00,ceimno1-17,4116474.0,3067262.0
2025-01-12 20:06:00,ceimno1-18,4331464.0,1981399.0
2025-01-12 20:06:00,ceimno1-19,3950655.0,2050206.0
2025-01-12 20:06:00,ceimpe1-01,4286826.0,3240435.0
2025-01-12 20:06:00,ceimpe1-02,3588291.0,2872800.0
2025-01-12 20:06:00,ceimpe1-03,4000178.0,1803359.0
2025-01-12 20:06:00,ceimpe1-04,3626737.0,2508993.0
2025-01-12 20:06:00,ceimpe1-05,4098206.0,2635719.0
2025-01-12 20:06:00,ceimpe1-06,3186593.0,2266015.0
2025-01-12 20:06:00,ceimpe1-07,3932861.0,2858410.0
2025-01-12 20:06:00,ceimpe1-08,3582360.0,2830224.0
2025-01-12 20:06:00,ceimpe1-09,4003382.0,2841629.0
2025-01-12 20:06:00,ceimpe1-10,3562014.0,2910969.0
2025-01-12 20:06:00,ceimpe1-11,3971840.0,3458881.0
2025-01-12 20:06:00,ceimpe1-12,3506045.0,2838044.0
2025-01-12 20:06:00,ceimpe1-13,4023023.0,3126401.0
2025-01-12 20:06:00,ceimpe1-14,3555266.0,2245200.0
2025-01-12 20:06:00,ceimpe1-15,4172026.0,3787765.0
2025-01-12 20:06:00,ceimpe1-16,3241496.0,2018972.0
2025-01-12 20:06:00,ceimsm1-01,4002451.0,3260237.0
2025-01-12 20:06:00,ceimsm1-02,4153398.0,3438979.0
2025-01-12 20:06:00,ceimsm1-03,4014505.0,3516823.0
2025-01-12 20:06:00,ceimsm1-04,3981231.0,3247688.0
2025-01-12 20:06:00,ceimsm1-05,4117464.0,3676192.0
2025-01-12 20:06:00,ceimsm1-06,4007432.0,3592924.0
2025-01-12 20:06:00,ceimsm1-07,4236222.0,3353509.0
2025-01-12 20:06:00,ceimsm1-08,4256586.0,4104910.0
2025-01-12 20:06:00,ceimsm1-09,4262345.0,3270912.0
2025-01-12 20:06:00,ceimsm1-10,4029807.0,3278575.0
2025-01-12 20:06:00,ceimsm1-11,4066954.0,3822794.0
2025-01-12 20:06:00,ceimsm1-12,4155554.0,3413343.0
2025-01-12 20:06:00,ceimsm1-13,4168406.0,3640056.0
2025-01-12 20:06:00,ceimsm1-14,4204201.0,3450882.0
2025-01-12 20:06:00,ceimsm1-15,4221034.0,3410826.0
2025-01-12 20:06:00,ceimsm1-16,4185682.0,3823886.0
2025-01-12 20:06:00,ceimsm1-17,4161037.0,4381643.0
2025-01-12 20:06:00,ceimsm1-18,4008663.0,3549524.0
2025-01-12 20:06:00,codmno1-05,,8423728.0
2025-01-12 20:06:30,cecbep1-01,3845603.0,3250716.0
2025-01-12 20:06:30,cecbep1-02,3860085.0,3241855.0
2025-01-12 20:06:30,cecbep1-03,3763293.0,3290365.0
2025-01-12 20:06:30,cecbep1-04,3870888.0,3114666.0
2025-01-12 20:06:30,cecbep1-05,3931702.0,3214414.0
2025-01-12 20:06:30,cecbep1-06,3864616.0,3079501.0
2025-01-12 20:06:30,cecbep1-07,3712496.0,3186330.0
2025-01-12 20:06:30,cecbep1-08,3885523.0,2649011.0
2025-01-12 20:06:30,cecmaz1-01,3605808.0,2584229.0
2025-01-12 20:06:30,cecmaz1-02,3683790.0,1778272.0
2025-01-12 20:06:30,cecmaz1-03,3642436.0,2654477.0
2025-01-12 20:06:30,cecmaz1-04,3655191.0,1553070.0
2025-01-12 20:06:30,cecmaz1-05,3629482.0,1969200.0
2025-01-12 20:06:30,cecmaz1-06,3650257.0,1537478.0
2025-01-12 20:06:30,cecmaz1-07,3714130.0,2571340.0
2025-01-12 20:06:30,cecmaz1-08,3552126.0,1590616.0
2025-01-12 20:06:30,cecmsm1-01,3926102.0,2658156.0
2025-01-12 20:06:30,cecmsm1-02,3809914.0,2258735.0
2025-01-12 20:06:30,cecmsm1-03,3884934.0,2032069.0
2025-01-12 20:06:30,cecmsm1-04,3975096.0,2147111.0
2025-01-12 20:06:30,cecmsm1-05,3996401.0,2795931.0
2025-01-12 20:06:30,cecmsm1-06,4121888.0,1708356.0
2025-01-12 20:06:30,cecmsm1-07,3859046.0,1781757.0
2025-01-12 20:06:30,cecmsm1-08,3447515.0,1884289.0
2025-01-12 20:06:30,cefsbin3-01,4436740.0,2634298.0
2025-01-12 20:06:30,cefsbin3-02,4334294.0,2850260.0
2025-01-12 20:06:30,cefsbin3-03,4538175.0,2748035.0
2025-01-12 20:06:30,cefsbin3-04,4465589.0,1884238.0
2025-01-12 20:06:30,cefsbin3-05,4250018.0,2598181.0
2025-01-12 20:06:30,cefsbin3-06,4313971.0,2472816.0
2025-01-12 20:06:30,ceihta1-01,3987645.0,2311498.0
2025-01-12 20:06:30,ceihta1-02,3984264.0,2206596.0
2025-01-12 20:06:30,ceihta1-03,4010158.0,2396256.0
2025-01-12 20:06:30,ceihta1-04,4002204.0,2734102.0
2025-01-12 20:06:30,ceihta1-05,4470198.0,1523581.0
2025-01-12 20:06:30,ceihta1-06,3986755.0,2847744.0
2025-01-12 20:06:30,ceihta1-07,4126013.0,1354471.0
2025-01-12 20:06:30,ceihta1-08,3927770.0,2039041.0
2025-01-12 20:06:30,ceihta1-09,3778958.0,1759255.0
2025-01-12 20:06:30,ceihta1-10,3976637.0,2717937.0
2025-01-12 20:06:30,ceihta1-11,4130206.0,2407552.0
2025-01-12 20:06:30,ceihta1-12,4164055.0,1715565.0
2025-01-12 20:06:30,ceihta1-13,4011243.0,2676448.0
2025-01-12 20:06:30,ceihta1-14,4001089.0,1976275.0
2025-01-12 20:06:30,ceihta1-15,3822313.0,2095991.0
2025-01-12 20:06:30,ceihta1-16,4174447.0,1414272.0
2025-01-12 20:06:30,ceihta1-17,4240069.0,1399414.0
2025-01-12 20:06:30,ceihta1-18,3989529.0,2104835.0
2025-01-12 20:06:30,ceihta1-19,4027544.0,2689845.0
2025-01-12 20:06:30,ceihta1-20,3922670.0,2221184.0
2025-01-12 20:06:30,ceimno1-01,4109697.0,3081535.0
2025-01-12 20:06:30,ceimno1-02,4222275.0,3098306.0
2025-01-12 20:06:30,ceimno1-03,4063621.0,3463600.0
2025-01-12 20:06:30,ceimno1-04,4249834.0,3018846.0
2025-01-12 20:06:30,ceimno1-05,4090525.0,2472975.0
2025-01-12 20:06:30,ceimno1-06,3955372.0,3021047.0
2025-01-12 20:06:30,ceimno1-07,4019906.0,3022065.0
2025-01-12 20:06:30,ceimno1-08,4205549.0,3094673.0
2025-01-12 20:06:30,ceimno1-09,4097381.0,3211817.0
2025-01-12 20:06:30,ceimno1-10,4026065.0,3262766.0
2025-01-12 20:06:30,ceimno1-11,4094192.0,2233673.0
2025-01-12 20:06:30,ceimno1-12,3764884.0,3301172.0
2025-01-12 20:06:30,ceimno1-13,3000000.0,5333333.0
2025-01-12 20:06:30,ceimno1-14,4163203.0,3067893.0
2025-01-12 20:06:30,ceimno1-15,4114335.0,3161159.0
2025-01-12 20:06:30,ceimno1-16,4123525.0,3424629.0
2025-01-12 20:06:30,ceimno1-17,4146572.0,3372613.0
