time,server,avgtotal
2025-01-12 21:48:30,cefsbin3-02,3344330.0
2025-01-12 21:49:00,cefsbin3-02,3351129.0
2025-01-12 21:49:30,cefsbin3-02,3338444.0
2025-01-12 21:50:00,cefsbin3-02,3325110.0
2025-01-12 21:50:30,cefsbin3-02,3288075.0
2025-01-12 21:51:00,cefsbin3-02,2906055.0
2025-01-12 21:51:30,cefsbin3-02,2951604.0
2025-01-12 21:52:00,cefsbin3-02,2851323.0
2025-01-12 21:52:30,cefsbin3-02,2831590.0
2025-01-12 21:53:00,cefsbin3-02,2921413.0
2025-01-12 21:53:30,cefsbin3-02,2917888.0
2025-01-12 21:54:00,cefsbin3-02,3315908.0
2025-01-12 21:54:30,cefsbin3-02,3357494.0
2025-01-12 21:55:00,cefsbin3-02,3348045.0
2025-01-12 21:55:30,cefsbin3-02,3344553.0
2025-01-12 21:56:00,cefsbin3-02,3351283.0
2025-01-12 21:56:30,cefsbin3-02,3330079.0
2025-01-12 21:57:00,cefsbin3-02,3336367.0
2025-01-12 21:57:30,cefsbin3-02,3347327.0
2025-01-12 21:58:00,cefsbin3-02,3377667.0
2025-01-12 21:58:30,cefsbin3-02,3388152.0
2025-01-12 21:59:00,cefsbin3-02,2861644.0
2025-01-12 21:59:30,cefsbin3-02,2836058.0
2025-01-12 22:00:00,cefsbin3-02,2881640.0
2025-01-12 22:00:30,cefsbin3-02,3278219.0
2025-01-12 20:00:00,cefsbin3-03,3460219.0
2025-01-12 20:00:30,cefsbin3-03,3587221.0
2025-01-12 20:01:00,cefsbin3-03,3607107.0
2025-01-12 20:01:30,cefsbin3-03,3612076.0
2025-01-12 20:02:00,cefsbin3-03,3575929.0
2025-01-12 20:02:30,cefsbin3-03,3576108.0
2025-01-12 20:03:00,cefsbin3-03,3432566.0
2025-01-12 20:03:30,cefsbin3-03,3492231.0
2025-01-12 20:04:00,cefsbin3-03,3499552.0
2025-01-12 20:04:30,cefsbin3-03,3490383.0
2025-01-12 20:05:00,cefsbin3-03,3513896.0
2025-01-12 20:05:30,cefsbin3-03,3469626.0
2025-01-12 20:06:00,cefsbin3-03,3501900.0
2025-01-12 20:06:30,cefsbin3-03,3515238.0
2025-01-12 20:07:00,cefsbin3-03,3486902.0
2025-01-12 20:07:30,cefsbin3-03,3491191.0
2025-01-12 20:08:00,cefsbin3-03,3537636.0
2025-01-12 20:08:30,cefsbin3-03,3534388.0
2025-01-12 20:09:00,cefsbin3-03,3471510.0
2025-01-12 20:09:30,cefsbin3-03,3506648.0
2025-01-12 20:10:00,cefsbin3-03,3488561.0
2025-01-12 20:10:30,cefsbin3-03,3393656.0
2025-01-12 20:11:00,cefsbin3-03,3470377.0
2025-01-12 20:11:30,cefsbin3-03,3497056.0
2025-01-12 20:12:00,cefsbin3-03,3488590.0
2025-01-12 20:12:30,cefsbin3-03,3465999.0
2025-01-12 20:13:00,cefsbin3-03,3499844.0
2025-01-12 20:13:30,cefsbin3-03,3496423.0
2025-01-12 20:14:00,cefsbin3-03,3488252.0
2025-01-12 20:14:30,cefsbin3-03,3457053.0
2025-01-12 20:15:00,cefsbin3-03,3473513.0
2025-01-12 20:15:30,cefsbin3-03,3407384.0
2025-01-12 20:16:00,cefsbin3-03,3399887.0
2025-01-12 20:16:30,cefsbin3-03,3294977.0
2025-01-12 20:17:00,cefsbin3-03,3312582.0
2025-01-12 20:17:30,cefsbin3-03,3345007.0
2025-01-12 20:18:00,cefsbin3-03,3283376.0
2025-01-12 20:18:30,cefsbin3-03,3338665.0
2025-01-12 20:19:00,cefsbin3-03,3362658.0
2025-01-12 20:19:30,cefsbin3-03,3310118.0
2025-01-12 20:20:00,cefsbin3-03,3212847.0
2025-01-12 20:20:30,cefsbin3-03,3256315.0
2025-01-12 20:21:00,cefsbin3-03,3260391.0
2025-01-12 20:21:30,cefsbin3-03,3274734.0
2025-01-12 20:22:00,cefsbin3-03,3274953.0
2025-01-12 20:22:30,cefsbin3-03,3249697.0
2025-01-12 20:23:00,cefsbin3-03,3286906.0
2025-01-12 20:23:30,cefsbin3-03,3238343.0
2025-01-12 20:24:00,cefsbin3-03,3257180.0
2025-01-12 20:24:30,cefsbin3-03,3281468.0
2025-01-12 20:25:00,cefsbin3-03,3213669.0
2025-01-12 20:25:30,cefsbin3-03,3144024.0
2025-01-12 20:26:00,cefsbin3-03,3236191.0
2025-01-12 20:26:30,cefsbin3-03,3230274.0
2025-01-12 20:27:00,cefsbin3-03,3225515.0
2025-01-12 20:27:30,cefsbin3-03,3264848.0
2025-01-12 20:28:00,cefsbin3-03,3222306.0
2025-01-12 20:28:30,cefsbin3-03,3264304.0
2025-01-12 20:29:00,cefsbin3-03,3217807.0
2025-01-12 20:29:30,cefsbin3-03,3121745.0
2025-01-12 20:30:00,cefsbin3-03,2794871.0
2025-01-12 20:30:30,cefsbin3-03,2785700.0
2025-01-12 20:31:00,cefsbin3-03,2806685.0
2025-01-12 20:31:30,cefsbin3-03,2789825.0
2025-01-12 20:32:00,cefsbin3-03,3183480.0
2025-01-12 20:32:30,cefsbin3-03,2799117.0
2025-01-12 20:33:00,cefsbin3-03,3204646.0
2025-01-12 20:33:30,cefsbin3-03,3187585.0
2025-01-12 20:34:00,cefsbin3-03,2760373.0
2025-01-12 20:34:30,cefsbin3-03,2755721.0
2025-01-12 20:35:00,cefsbin3-03,2708765.0
2025-01-12 20:35:30,cefsbin3-03,2715356.0
2025-01-12 20:36:00,cefsbin3-03,3189419.0
2025-01-12 20:36:30,cefsbin3-03,3258926.0
2025-01-12 20:37:00,cefsbin3-03,3264165.0
2025-01-12 20:37:30,cefsbin3-03,3238199.0
2025-01-12 20:38:00,cefsbin3-03,2791939.0
2025-01-12 20:38:30,cefsbin3-03,2775081.0
2025-01-12 20:39:00,cefsbin3-03,2783100.0
2025-01-12 20:39:30,cefsbin3-03,2867940.0
2025-01-12 20:40:00,cefsbin3-03,3247499.0
2025-01-12 20:40:30,cefsbin3-03,3267777.0
2025-01-12 20:41:00,cefsbin3-03,2812568.0
2025-01-12 20:41:30,cefsbin3-03,2829993.0
2025-01-12 20:42:00,cefsbin3-03,3184760.0
2025-01-12 20:42:30,cefsbin3-03,3189199.0
2025-01-12 20:43:00,cefsbin3-03,2719947.0
2025-01-12 20:43:30,cefsbin3-03,2775446.0
2025-01-12 20:44:00,cefsbin3-03,2771100.0
2025-01-12 20:44:30,cefsbin3-03,2771839.0
2025-01-12 20:45:00,cefsbin3-03,3171277.0
2025-01-12 20:45:30,cefsbin3-03,3130466.0
2025-01-12 20:46:00,cefsbin3-03,3088410.0
2025-01-12 20:46:30,cefsbin3-03,2739041.0
2025-01-12 20:47:00,cefsbin3-03,2670481.0
2025-01-12 20:47:30,cefsbin3-03,2648474.0
2025-01-12 20:48:00,cefsbin3-03,2651866.0
2025-01-12 20:48:30,cefsbin3-03,3075105.0
2025-01-12 20:49:00,cefsbin3-03,2682101.0
2025-01-12 20:49:30,cefsbin3-03,2698791.0
2025-01-12 20:50:00,cefsbin3-03,2691041.0
2025-01-12 20:50:30,cefsbin3-03,2718162.0
2025-01-12 20:51:00,cefsbin3-03,3080132.0
2025-01-12 20:51:30,cefsbin3-03,3141061.0
2025-01-12 20:52:00,cefsbin3-03,3097177.0
2025-01-12 20:52:30,cefsbin3-03,3047910.0
2025-01-12 20:53:00,cefsbin3-03,2733241.0
2025-01-12 20:53:30,cefsbin3-03,2719960.0
2025-01-12 20:54:00,cefsbin3-03,2669058.0
2025-01-12 20:54:30,cefsbin3-03,2744358.0
2025-01-12 20:55:00,cefsbin3-03,2746598.0
2025-01-12 20:55:30,cefsbin3-03,3160814.0
2025-01-12 20:56:00,cefsbin3-03,3136517.0
2025-01-12 20:56:30,cefsbin3-03,3105182.0
2025-01-12 20:57:00,cefsbin3-03,3098311.0
2025-01-12 20:57:30,cefsbin3-03,2793324.0
2025-01-12 20:58:00,cefsbin3-03,2781084.0
2025-01-12 20:58:30,cefsbin3-03,2808035.0
2025-01-12 20:59:00,cefsbin3-03,2862362.0
2025-01-12 20:59:30,cefsbin3-03,2837060.0
2025-01-12 21:00:00,cefsbin3-03,2840713.0
2025-01-12 21:00:30,cefsbin3-03,2751555.0
2025-01-12 21:01:00,cefsbin3-03,2829142.0
2025-01-12 21:01:30,cefsbin3-03,2890192.0
2025-01-12 21:02:00,cefsbin3-03,2884590.0
2025-01-12 21:02:30,cefsbin3-03,3350378.0
2025-01-12 21:03:00,cefsbin3-03,2843323.0
2025-01-12 21:03:30,cefsbin3-03,2802906.0
2025-01-12 21:04:00,cefsbin3-03,2841723.0
2025-01-12 21:04:30,cefsbin3-03,2802368.0
2025-01-12 21:05:00,cefsbin3-03,2815319.0
2025-01-12 21:05:30,cefsbin3-03,3240867.0
2025-01-12 21:06:00,cefsbin3-03,2763149.0
2025-01-12 21:06:30,cefsbin3-03,2707316.0
2025-01-12 21:07:00,cefsbin3-03,2605900.0
2025-01-12 21:07:30,cefsbin3-03,2621671.0
2025-01-12 21:08:00,cefsbin3-03,2691946.0
2025-01-12 21:08:30,cefsbin3-03,2631139.0
2025-01-12 21:09:00,cefsbin3-03,2637760.0
2025-01-12 21:09:30,cefsbin3-03,2725496.0
2025-01-12 21:10:00,cefsbin3-03,2661697.0
2025-01-12 21:10:30,cefsbin3-03,2672003.0
2025-01-12 21:11:00,cefsbin3-03,3074593.0
2025-01-12 21:11:30,cefsbin3-03,3113575.0
2025-01-12 21:12:00,cefsbin3-03,3086939.0
2025-01-12 21:12:30,cefsbin3-03,3125557.0
2025-01-12 21:13:00,cefsbin3-03,2694053.0
2025-01-12 21:13:30,cefsbin3-03,2698686.0
2025-01-12 21:14:00,cefsbin3-03,2755092.0
2025-01-12 21:14:30,cefsbin3-03,2723821.0
2025-01-12 21:15:00,cefsbin3-03,2698726.0
2025-01-12 21:15:30,cefsbin3-03,3124483.0
2025-01-12 21:16:00,cefsbin3-03,3096207.0
2025-01-12 21:16:30,cefsbin3-03,3109545.0
2025-01-12 21:17:00,cefsbin3-03,2710279.0
2025-01-12 21:17:30,cefsbin3-03,2724935.0
2025-01-12 21:18:00,cefsbin3-03,2701322.0
2025-01-12 21:18:30,cefsbin3-03,2694089.0
2025-01-12 21:19:00,cefsbin3-03,2725938.0
2025-01-12 21:19:30,cefsbin3-03,2713867.0
2025-01-12 21:20:00,cefsbin3-03,3080161.0
2025-01-12 21:20:30,cefsbin3-03,3050227.0
2025-01-12 21:21:00,cefsbin3-03,2709736.0
2025-01-12 21:21:30,cefsbin3-03,3103957.0
2025-01-12 21:22:00,cefsbin3-03,3019578.0
2025-01-12 21:22:30,cefsbin3-03,3046546.0
2025-01-12 21:23:00,cefsbin3-03,2689521.0
2025-01-12 21:23:30,cefsbin3-03,2721695.0
2025-01-12 21:24:00,cefsbin3-03,2679088.0
2025-01-12 21:24:30,cefsbin3-03,2662190.0
2025-01-12 21:25:00,cefsbin3-03,3108555.0
2025-01-12 21:25:30,cefsbin3-03,2686356.0
2025-01-12 21:26:00,cefsbin3-03,3072730.0
2025-01-12 21:26:30,cefsbin3-03,3146852.0
2025-01-12 21:27:00,cefsbin3-03,3134592.0
2025-01-12 21:27:30,cefsbin3-03,3100229.0
2025-01-12 21:28:00,cefsbin3-03,3078373.0
2025-01-12 21:28:30,cefsbin3-03,3102454.0
2025-01-12 21:29:00,cefsbin3-03,2734654.0
2025-01-12 21:29:30,cefsbin3-03,2733344.0
2025-01-12 21:30:00,cefsbin3-03,2717786.0
2025-01-12 21:30:30,cefsbin3-03,2734274.0
2025-01-12 21:31:00,cefsbin3-03,2737993.0
2025-01-12 21:31:30,cefsbin3-03,3105505.0
2025-01-12 21:32:00,cefsbin3-03,3139594.0
2025-01-12 21:32:30,cefsbin3-03,3115073.0
2025-01-12 21:33:00,cefsbin3-03,2710863.0
2025-01-12 21:33:30,cefsbin3-03,3125028.0
2025-01-12 21:34:00,cefsbin3-03,3127512.0
2025-01-12 21:34:30,cefsbin3-03,2720126.0
2025-01-12 21:35:00,cefsbin3-03,2689037.0
2025-01-12 21:35:30,cefsbin3-03,2733787.0
2025-01-12 21:36:00,cefsbin3-03,2683527.0
2025-01-12 21:36:30,cefsbin3-03,2696662.0
2025-01-12 21:37:00,cefsbin3-03,2709661.0
2025-01-12 21:37:30,cefsbin3-03,3167254.0
2025-01-12 21:38:00,cefsbin3-03,3126159.0
2025-01-12 21:38:30,cefsbin3-03,3120469.0
2025-01-12 21:39:00,cefsbin3-03,3162808.0
2025-01-12 21:39:30,cefsbin3-03,3110767.0
2025-01-12 21:40:00,cefsbin3-03,2730347.0
2025-01-12 21:40:30,cefsbin3-03,3116451.0
2025-01-12 21:41:00,cefsbin3-03,3113450.0
2025-01-12 21:41:30,cefsbin3-03,3118019.0
2025-01-12 21:42:00,cefsbin3-03,2749363.0
2025-01-12 21:42:30,cefsbin3-03,3152503.0
2025-01-12 21:43:00,cefsbin3-03,3127268.0
2025-01-12 21:43:30,cefsbin3-03,3146051.0
2025-01-12 21:44:00,cefsbin3-03,2733649.0
2025-01-12 21:44:30,cefsbin3-03,2762716.0
2025-01-12 21:45:00,cefsbin3-03,2734626.0
2025-01-12 21:45:30,cefsbin3-03,2755427.0
2025-01-12 21:46:00,cefsbin3-03,3116538.0
2025-01-12 21:46:30,cefsbin3-03,3151906.0
2025-01-12 21:47:00,cefsbin3-03,3153694.0
2025-01-12 21:47:30,cefsbin3-03,3163199.0
2025-01-12 21:48:00,cefsbin3-03,3181859.0
2025-01-12 21:48:30,cefsbin3-03,3153492.0
2025-01-12 21:49:00,cefsbin3-03,2749480.0
2025-01-12 21:49:30,cefsbin3-03,2771211.0
2025-01-12 21:50:00,cefsbin3-03,2784411.0
2025-01-12 21:50:30,cefsbin3-03,3127400.0
2025-01-12 21:51:00,cefsbin3-03,2724025.0
2025-01-12 21:51:30,cefsbin3-03,2783950.0
2025-01-12 21:52:00,cefsbin3-03,2787745.0
2025-01-12 21:52:30,cefsbin3-03,3160858.0
2025-01-12 21:53:00,cefsbin3-03,3197991.0
2025-01-12 21:53:30,cefsbin3-03,3156813.0
2025-01-12 21:54:00,cefsbin3-03,3146912.0
2025-01-12 21:54:30,cefsbin3-03,2764730.0
2025-01-12 21:55:00,cefsbin3-03,2759472.0
2025-01-12 21:55:30,cefsbin3-03,2770383.0
2025-01-12 21:56:00,cefsbin3-03,2734931.0
2025-01-12 21:56:30,cefsbin3-03,3164419.0
2025-01-12 21:57:00,cefsbin3-03,3178193.0
2025-01-12 21:57:30,cefsbin3-03,3179054.0
2025-01-12 21:58:00,cefsbin3-03,3214674.0
2025-01-12 21:58:30,cefsbin3-03,3239410.0
2025-01-12 21:59:00,cefsbin3-03,3176282.0
2025-01-12 21:59:30,cefsbin3-03,2690145.0
2025-01-12 22:00:00,cefsbin3-03,2720561.0
2025-01-12 22:00:30,cefsbin3-03,3114158.0
2025-01-12 20:00:00,cefsbin3-04,3034922.0
2025-01-12 20:00:30,cefsbin3-04,3071512.0
2025-01-12 20:01:00,cefsbin3-04,2995570.0
2025-01-12 20:01:30,cefsbin3-04,2952352.0
2025-01-12 20:02:00,cefsbin3-04,3008839.0
2025-01-12 20:02:30,cefsbin3-04,3035368.0
2025-01-12 20:03:00,cefsbin3-04,3059824.0
2025-01-12 20:03:30,cefsbin3-04,3016995.0
2025-01-12 20:04:00,cefsbin3-04,2968681.0
2025-01-12 20:04:30,cefsbin3-04,2916909.0
2025-01-12 20:05:00,cefsbin3-04,2999823.0
2025-01-12 20:05:30,cefsbin3-04,2987188.0
2025-01-12 20:06:00,cefsbin3-04,2956704.0
2025-01-12 20:06:30,cefsbin3-04,2990531.0
2025-01-12 20:07:00,cefsbin3-04,2988069.0
2025-01-12 20:07:30,cefsbin3-04,2988355.0
2025-01-12 20:08:00,cefsbin3-04,3017885.0
2025-01-12 20:08:30,cefsbin3-04,2965224.0
2025-01-12 20:09:00,cefsbin3-04,2965341.0
2025-01-12 20:09:30,cefsbin3-04,2942646.0
2025-01-12 20:10:00,cefsbin3-04,2966735.0
2025-01-12 20:10:30,cefsbin3-04,2923405.0
2025-01-12 20:11:00,cefsbin3-04,2963490.0
2025-01-12 20:11:30,cefsbin3-04,2966674.0
2025-01-12 20:12:00,cefsbin3-04,2953329.0
2025-01-12 20:12:30,cefsbin3-04,2949063.0
2025-01-12 20:13:00,cefsbin3-04,2975409.0
2025-01-12 20:13:30,cefsbin3-04,2980988.0
2025-01-12 20:14:00,cefsbin3-04,3005591.0
2025-01-12 20:14:30,cefsbin3-04,3003006.0
2025-01-12 20:15:00,cefsbin3-04,2933722.0
2025-01-12 20:15:30,cefsbin3-04,2926928.0
2025-01-12 20:16:00,cefsbin3-04,2949069.0
2025-01-12 20:16:30,cefsbin3-04,2889334.0
2025-01-12 20:17:00,cefsbin3-04,2920279.0
2025-01-12 20:17:30,cefsbin3-04,2939085.0
2025-01-12 20:18:00,cefsbin3-04,2904051.0
2025-01-12 20:18:30,cefsbin3-04,2911591.0
2025-01-12 20:19:00,cefsbin3-04,2916842.0
2025-01-12 20:19:30,cefsbin3-04,2898199.0
2025-01-12 20:20:00,cefsbin3-04,2903563.0
2025-01-12 20:20:30,cefsbin3-04,2918977.0
2025-01-12 20:21:00,cefsbin3-04,2916769.0
2025-01-12 20:21:30,cefsbin3-04,2934658.0
2025-01-12 20:22:00,cefsbin3-04,2935846.0
2025-01-12 20:22:30,cefsbin3-04,2929511.0
2025-01-12 20:23:00,cefsbin3-04,2968091.0
2025-01-12 20:23:30,cefsbin3-04,2899436.0
2025-01-12 20:24:00,cefsbin3-04,2902085.0
2025-01-12 20:24:30,cefsbin3-04,2906065.0
2025-01-12 20:25:00,cefsbin3-04,2917967.0
2025-01-12 20:25:30,cefsbin3-04,2935429.0
2025-01-12 20:26:00,cefsbin3-04,2959654.0
2025-01-12 20:26:30,cefsbin3-04,2941190.0
2025-01-12 20:27:00,cefsbin3-04,2907228.0
2025-01-12 20:27:30,cefsbin3-04,2899587.0
2025-01-12 20:28:00,cefsbin3-04,2910369.0
2025-01-12 20:28:30,cefsbin3-04,2923082.0
2025-01-12 20:29:00,cefsbin3-04,2913163.0
2025-01-12 20:29:30,cefsbin3-04,2904092.0
2025-01-12 20:30:00,cefsbin3-04,2594651.0
2025-01-12 20:30:30,cefsbin3-04,2926113.0
2025-01-12 20:31:00,cefsbin3-04,2566719.0
2025-01-12 20:31:30,cefsbin3-04,2581581.0
2025-01-12 20:32:00,cefsbin3-04,2556358.0
2025-01-12 20:32:30,cefsbin3-04,2583131.0
2025-01-12 20:33:00,cefsbin3-04,2610804.0
2025-01-12 20:33:30,cefsbin3-04,2586057.0
2025-01-12 20:34:00,cefsbin3-04,2562154.0
2025-01-12 20:34:30,cefsbin3-04,2958985.0
2025-01-12 20:35:00,cefsbin3-04,2554009.0
2025-01-12 20:35:30,cefsbin3-04,2586112.0
2025-01-12 20:36:00,cefsbin3-04,2552185.0
2025-01-12 20:36:30,cefsbin3-04,2543553.0
2025-01-12 20:37:00,cefsbin3-04,2567789.0
2025-01-12 20:37:30,cefsbin3-04,2906775.0
2025-01-12 20:38:00,cefsbin3-04,2903786.0
2025-01-12 20:38:30,cefsbin3-04,2941978.0
2025-01-12 20:39:00,cefsbin3-04,2928384.0
2025-01-12 20:39:30,cefsbin3-04,2947737.0
2025-01-12 20:40:00,cefsbin3-04,2910465.0
2025-01-12 20:40:30,cefsbin3-04,2943672.0
2025-01-12 20:41:00,cefsbin3-04,2572026.0
2025-01-12 20:41:30,cefsbin3-04,2553464.0
2025-01-12 20:42:00,cefsbin3-04,2515276.0
2025-01-12 20:42:30,cefsbin3-04,2518330.0
2025-01-12 20:43:00,cefsbin3-04,2512450.0
2025-01-12 20:43:30,cefsbin3-04,2538841.0
2025-01-12 20:44:00,cefsbin3-04,2913821.0
2025-01-12 20:44:30,cefsbin3-04,2884665.0
2025-01-12 20:45:00,cefsbin3-04,2914449.0
2025-01-12 20:45:30,cefsbin3-04,2925260.0
2025-01-12 20:46:00,cefsbin3-04,2914815.0
2025-01-12 20:46:30,cefsbin3-04,2915744.0
2025-01-12 20:47:00,cefsbin3-04,2940436.0
2025-01-12 20:47:30,cefsbin3-04,2917593.0
2025-01-12 20:48:00,cefsbin3-04,2899254.0
2025-01-12 20:48:30,cefsbin3-04,2966269.0
2025-01-12 20:49:00,cefsbin3-04,2528107.0
2025-01-12 20:49:30,cefsbin3-04,2541436.0
2025-01-12 20:50:00,cefsbin3-04,2529718.0
2025-01-12 20:50:30,cefsbin3-04,2608012.0
2025-01-12 20:51:00,cefsbin3-04,2562061.0
2025-01-12 20:51:30,cefsbin3-04,2921127.0
2025-01-12 20:52:00,cefsbin3-04,2944562.0
2025-01-12 20:52:30,cefsbin3-04,2926908.0
2025-01-12 20:53:00,cefsbin3-04,2960935.0
2025-01-12 20:53:30,cefsbin3-04,2948020.0
2025-01-12 20:54:00,cefsbin3-04,2977187.0
2025-01-12 20:54:30,cefsbin3-04,2956150.0
2025-01-12 20:55:00,cefsbin3-04,2966383.0
2025-01-12 20:55:30,cefsbin3-04,2969536.0
2025-01-12 20:56:00,cefsbin3-04,2943116.0
2025-01-12 20:56:30,cefsbin3-04,2963674.0
2025-01-12 20:57:00,cefsbin3-04,2962249.0
2025-01-12 20:57:30,cefsbin3-04,2619330.0
2025-01-12 20:58:00,cefsbin3-04,2559634.0
2025-01-12 20:58:30,cefsbin3-04,2597924.0
2025-01-12 20:59:00,cefsbin3-04,2661778.0
2025-01-12 20:59:30,cefsbin3-04,2715857.0
2025-01-12 21:00:00,cefsbin3-04,2654578.0
2025-01-12 21:00:30,cefsbin3-04,3061250.0
2025-01-12 21:01:00,cefsbin3-04,3046424.0
2025-01-12 21:01:30,cefsbin3-04,3030747.0
2025-01-12 21:02:00,cefsbin3-04,2667238.0
2025-01-12 21:02:30,cefsbin3-04,2653322.0
2025-01-12 21:03:00,cefsbin3-04,2614611.0
2025-01-12 21:03:30,cefsbin3-04,3041584.0
2025-01-12 21:04:00,cefsbin3-04,3007305.0
2025-01-12 21:04:30,cefsbin3-04,2630047.0
2025-01-12 21:05:00,cefsbin3-04,2592845.0
2025-01-12 21:05:30,cefsbin3-04,2627400.0
2025-01-12 21:06:00,cefsbin3-04,2633940.0
2025-01-12 21:06:30,cefsbin3-04,2659417.0
2025-01-12 21:07:00,cefsbin3-04,3051741.0
2025-01-12 21:07:30,cefsbin3-04,3026410.0
2025-01-12 21:08:00,cefsbin3-04,3044707.0
2025-01-12 21:08:30,cefsbin3-04,3036759.0
2025-01-12 21:09:00,cefsbin3-04,3021563.0
2025-01-12 21:09:30,cefsbin3-04,3072973.0
2025-01-12 21:10:00,cefsbin3-04,2628291.0
2025-01-12 21:10:30,cefsbin3-04,2621890.0
2025-01-12 21:11:00,cefsbin3-04,2633180.0
2025-01-12 21:11:30,cefsbin3-04,2690122.0
2025-01-12 21:12:00,cefsbin3-04,3030226.0
2025-01-12 21:12:30,cefsbin3-04,3022779.0
2025-01-12 21:13:00,cefsbin3-04,2680812.0
2025-01-12 21:13:30,cefsbin3-04,2630205.0
2025-01-12 21:14:00,cefsbin3-04,2609801.0
2025-01-12 21:14:30,cefsbin3-04,3023164.0
2025-01-12 21:15:00,cefsbin3-04,3036463.0
2025-01-12 21:15:30,cefsbin3-04,2988459.0
2025-01-12 21:16:00,cefsbin3-04,3011750.0
2025-01-12 21:16:30,cefsbin3-04,3062827.0
2025-01-12 21:17:00,cefsbin3-04,2645344.0
2025-01-12 21:17:30,cefsbin3-04,2639872.0
2025-01-12 21:18:00,cefsbin3-04,2619443.0
2025-01-12 21:18:30,cefsbin3-04,2641093.0
2025-01-12 21:19:00,cefsbin3-04,2611214.0
2025-01-12 21:19:30,cefsbin3-04,3074440.0
2025-01-12 21:20:00,cefsbin3-04,2994719.0
2025-01-12 21:20:30,cefsbin3-04,3006630.0
2025-01-12 21:21:00,cefsbin3-04,2675121.0
2025-01-12 21:21:30,cefsbin3-04,3044339.0
2025-01-12 21:22:00,cefsbin3-04,3062109.0
2025-01-12 21:22:30,cefsbin3-04,3028523.0
2025-01-12 21:23:00,cefsbin3-04,2650359.0
2025-01-12 21:23:30,cefsbin3-04,2688148.0
2025-01-12 21:24:00,cefsbin3-04,2647910.0
2025-01-12 21:24:30,cefsbin3-04,2648679.0
2025-01-12 21:25:00,cefsbin3-04,2630268.0
2025-01-12 21:25:30,cefsbin3-04,2615791.0
2025-01-12 21:26:00,cefsbin3-04,2623408.0
2025-01-12 21:26:30,cefsbin3-04,3009242.0
2025-01-12 21:27:00,cefsbin3-04,2635785.0
2025-01-12 21:27:30,cefsbin3-04,3003706.0
2025-01-12 21:28:00,cefsbin3-04,2980853.0
2025-01-12 21:28:30,cefsbin3-04,2985271.0
2025-01-12 21:29:00,cefsbin3-04,2632592.0
2025-01-12 21:29:30,cefsbin3-04,2640076.0
2025-01-12 21:30:00,cefsbin3-04,2640904.0
2025-01-12 21:30:30,cefsbin3-04,2653794.0
2025-01-12 21:31:00,cefsbin3-04,2636907.0
2025-01-12 21:31:30,cefsbin3-04,3027382.0
2025-01-12 21:32:00,cefsbin3-04,3017141.0
2025-01-12 21:32:30,cefsbin3-04,2623826.0
2025-01-12 21:33:00,cefsbin3-04,3016370.0
2025-01-12 21:33:30,cefsbin3-04,3044248.0
2025-01-12 21:34:00,cefsbin3-04,3040872.0
2025-01-12 21:34:30,cefsbin3-04,3015055.0
2025-01-12 21:35:00,cefsbin3-04,2637616.0
2025-01-12 21:35:30,cefsbin3-04,2632955.0
2025-01-12 21:36:00,cefsbin3-04,2719279.0
2025-01-12 21:36:30,cefsbin3-04,2638629.0
2025-01-12 21:37:00,cefsbin3-04,2641972.0
2025-01-12 21:37:30,cefsbin3-04,3067443.0
2025-01-12 21:38:00,cefsbin3-04,3040261.0
2025-01-12 21:38:30,cefsbin3-04,3042447.0
2025-01-12 21:39:00,cefsbin3-04,3073750.0
2025-01-12 21:39:30,cefsbin3-04,3088240.0
2025-01-12 21:40:00,cefsbin3-04,3084450.0
2025-01-12 21:40:30,cefsbin3-04,3074669.0
2025-01-12 21:41:00,cefsbin3-04,3080437.0
2025-01-12 21:41:30,cefsbin3-04,2644140.0
2025-01-12 21:42:00,cefsbin3-04,2659568.0
2025-01-12 21:42:30,cefsbin3-04,2669196.0
2025-01-12 21:43:00,cefsbin3-04,2698980.0
2025-01-12 21:43:30,cefsbin3-04,2699902.0
2025-01-12 21:44:00,cefsbin3-04,3093680.0
2025-01-12 21:44:30,cefsbin3-04,3084705.0
2025-01-12 21:45:00,cefsbin3-04,3085958.0
2025-01-12 21:45:30,cefsbin3-04,3094725.0
2025-01-12 21:46:00,cefsbin3-04,3121520.0
2025-01-12 21:46:30,cefsbin3-04,3086354.0
2025-01-12 21:47:00,cefsbin3-04,3105098.0
2025-01-12 21:47:30,cefsbin3-04,3095223.0
2025-01-12 21:48:00,cefsbin3-04,3072220.0
2025-01-12 21:48:30,cefsbin3-04,3067527.0
2025-01-12 21:49:00,cefsbin3-04,3076649.0
2025-01-12 21:49:30,cefsbin3-04,3107978.0
2025-01-12 21:50:00,cefsbin3-04,3140320.0
2025-01-12 21:50:30,cefsbin3-04,3089786.0
2025-01-12 21:51:00,cefsbin3-04,2711756.0
2025-01-12 21:51:30,cefsbin3-04,2693007.0
2025-01-12 21:52:00,cefsbin3-04,2723528.0
2025-01-12 21:52:30,cefsbin3-04,2692330.0
2025-01-12 21:53:00,cefsbin3-04,3119656.0
2025-01-12 21:53:30,cefsbin3-04,3120641.0
2025-01-12 21:54:00,cefsbin3-04,3116168.0
2025-01-12 21:54:30,cefsbin3-04,3123542.0
2025-01-12 21:55:00,cefsbin3-04,3128006.0
2025-01-12 21:55:30,cefsbin3-04,3107177.0
