time,server,avg-resp-time-hit,avg-resp-time-hit-https,avg-resp-time-miss,avg-resp-time-miss-https
2025-01-12 20:00:00,cecbep1-01,4.0,40.0,34.0,4.0
2025-01-12 20:00:00,cecbep1-03,5.0,76.0,28.0,4.0
2025-01-12 20:00:00,cecbep1-04,4.0,39.0,36.0,4.0
2025-01-12 20:00:00,cecbep1-07,4.0,36.0,30.0,4.0
2025-01-12 20:00:00,cecmaz1-06,4.0,27.0,22.0,4.0
2025-01-12 20:00:00,cecmaz1-08,4.0,27.0,22.0,4.0
2025-01-12 20:00:00,cecmsm1-04,4.0,24.0,20.0,4.0
2025-01-12 20:00:00,cefsbin3-01,5.0,36.0,37.0,5.0
2025-01-12 20:00:00,ceihta1-01,7.0,22.0,28.0,6.0
2025-01-12 20:00:00,ceihta1-02,5.0,29.0,41.0,6.0
2025-01-12 20:00:00,ceihta1-04,5.0,34.0,23.0,19.0
2025-01-12 20:00:00,ceihta1-06,5.0,37.0,18.0,5.0
2025-01-12 20:00:00,ceihta1-07,5.0,23.0,29.0,6.0
2025-01-12 20:00:00,ceihta1-08,5.0,36.0,30.0,6.0
2025-01-12 20:00:00,ceihta1-09,6.0,28.0,30.0,5.0
2025-01-12 20:00:00,ceihta1-10,5.0,22.0,30.0,6.0
2025-01-12 20:00:00,ceihta1-11,5.0,36.0,35.0,6.0
2025-01-12 20:00:00,ceihta1-15,5.0,26.0,23.0,7.0
2025-01-12 20:00:00,ceihta1-16,5.0,32.0,30.0,6.0
2025-01-12 20:00:00,ceihta1-17,7.0,33.0,50.0,5.0
2025-01-12 20:00:00,ceimno1-02,6.0,41.0,56.0,7.0
2025-01-12 20:00:00,ceimno1-05,5.0,45.0,79.0,8.0
2025-01-12 20:00:00,ceimno1-07,7.0,29.0,16.0,5.0
2025-01-12 20:00:00,ceimno1-08,5.0,44.0,28.0,7.0
2025-01-12 20:00:00,ceimno1-10,11.0,511.0,265.0,27.0
2025-01-12 20:00:00,ceimno1-17,7.0,26.0,38.0,6.0
2025-01-12 20:00:00,ceimpe1-01,7.0,46.0,30.0,9.0
2025-01-12 20:00:00,ceimpe1-09,16.0,620.0,74.0,35.0
2025-01-12 20:00:00,ceimpe1-11,9.0,235.0,637.0,36.0
2025-01-12 20:00:00,ceimpe1-13,7.0,214.0,106.0,13.0
2025-01-12 20:00:00,ceimsm1-01,3.0,12.0,11.0,3.0
2025-01-12 20:00:00,ceimsm1-02,3.0,16.0,11.0,3.0
2025-01-12 20:00:00,ceimsm1-04,3.0,14.0,10.0,3.0
2025-01-12 20:00:00,ceimsm1-13,5.0,18.0,20.0,6.0
2025-01-12 20:00:00,ceimsm1-14,5.0,17.0,13.0,5.0
2025-01-12 20:00:00,ceimsm1-15,5.0,31.0,14.0,6.0
2025-01-12 20:00:00,ceimsm1-16,6.0,22.0,15.0,6.0
2025-01-12 20:00:00,ceimsm1-18,5.0,18.0,13.0,5.0
2025-01-12 20:00:00,codmno1-05,4.0,24.0,27.0,4.0
2025-01-12 20:00:05,cecbep1-02,4.0,41.0,28.0,4.0
2025-01-12 20:00:05,cecbep1-08,4.0,36.0,34.0,6.0
2025-01-12 20:00:05,cecmaz1-05,4.0,26.0,21.0,3.0
2025-01-12 20:00:05,cecmaz1-07,4.0,26.0,20.0,4.0
2025-01-12 20:00:05,cecmsm1-02,4.0,31.0,24.0,4.0
2025-01-12 20:00:05,cecmsm1-06,4.0,29.0,27.0,4.0
2025-01-12 20:00:05,cefsbin3-03,5.0,42.0,36.0,5.0
2025-01-12 20:00:05,cefsbin3-04,4.0,35.0,35.0,4.0
2025-01-12 20:00:05,cefsbin3-06,4.0,43.0,32.0,4.0
2025-01-12 20:00:05,ceihta1-12,4.0,34.0,35.0,5.0
2025-01-12 20:00:05,ceihta1-14,5.0,31.0,22.0,6.0
2025-01-12 20:00:05,ceihta1-19,4.0,30.0,20.0,5.0
2025-01-12 20:00:05,ceihta1-20,4.0,33.0,35.0,5.0
2025-01-12 20:00:05,ceimno1-01,7.0,54.0,53.0,10.0
2025-01-12 20:00:05,ceimno1-04,5.0,28.0,34.0,6.0
2025-01-12 20:00:05,ceimno1-11,7.0,30.0,47.0,6.0
2025-01-12 20:00:05,ceimno1-12,9.0,616.0,255.0,26.0
2025-01-12 20:00:05,ceimno1-13,0.0,9.0,8.0,5.0
2025-01-12 20:00:05,ceimno1-16,5.0,28.0,40.0,7.0
2025-01-12 20:00:05,ceimno1-18,5.0,27.0,35.0,6.0
2025-01-12 20:00:05,ceimno1-19,4.0,33.0,43.0,3.0
2025-01-12 20:00:05,ceimpe1-04,8.0,169.0,103.0,21.0
2025-01-12 20:00:05,ceimpe1-07,6.0,127.0,106.0,12.0
2025-01-12 20:00:05,ceimpe1-15,4.0,31.0,16.0,4.0
2025-01-12 20:00:05,ceimsm1-05,3.0,17.0,10.0,3.0
2025-01-12 20:00:05,ceimsm1-06,3.0,41.0,13.0,3.0
2025-01-12 20:00:05,ceimsm1-07,5.0,15.0,17.0,5.0
2025-01-12 20:00:05,ceimsm1-10,5.0,22.0,17.0,5.0
2025-01-12 20:00:05,ceimsm1-12,5.0,23.0,19.0,6.0
2025-01-12 20:00:10,cecbep1-05,4.0,30.0,35.0,4.0
2025-01-12 20:00:10,cecbep1-06,4.0,44.0,33.0,4.0
2025-01-12 20:00:10,cecmaz1-01,4.0,26.0,23.0,4.0
2025-01-12 20:00:10,cecmaz1-02,4.0,29.0,22.0,4.0
2025-01-12 20:00:10,cecmaz1-03,4.0,22.0,24.0,4.0
2025-01-12 20:00:10,cecmaz1-04,3.0,25.0,23.0,3.0
2025-01-12 20:00:10,cecmsm1-01,4.0,28.0,22.0,4.0
2025-01-12 20:00:10,cecmsm1-03,4.0,25.0,22.0,4.0
2025-01-12 20:00:10,cecmsm1-05,4.0,27.0,27.0,4.0
2025-01-12 20:00:10,cecmsm1-07,3.0,25.0,25.0,3.0
2025-01-12 20:00:10,cecmsm1-08,3.0,25.0,26.0,3.0
2025-01-12 20:00:10,cefsbin3-02,4.0,40.0,25.0,4.0
2025-01-12 20:00:10,cefsbin3-05,4.0,35.0,29.0,4.0
2025-01-12 20:00:10,ceihta1-03,4.0,44.0,30.0,6.0
2025-01-12 20:00:10,ceihta1-13,4.0,32.0,22.0,7.0
2025-01-12 20:00:10,ceihta1-18,5.0,30.0,28.0,4.0
2025-01-12 20:00:10,ceimno1-03,14.0,65.0,74.0,10.0
2025-01-12 20:00:10,ceimno1-06,5.0,47.0,61.0,6.0
2025-01-12 20:00:10,ceimno1-07,5.0,25.0,29.0,5.0
2025-01-12 20:00:10,ceimno1-09,6.0,37.0,60.0,7.0
2025-01-12 20:00:10,ceimno1-15,18.0,707.0,84.0,19.0
2025-01-12 20:00:10,ceimpe1-03,5.0,36.0,44.0,6.0
2025-01-12 20:00:10,ceimpe1-14,4.0,43.0,18.0,4.0
2025-01-12 20:00:10,ceimsm1-03,4.0,20.0,14.0,3.0
2025-01-12 20:00:10,ceimsm1-08,5.0,22.0,16.0,6.0
2025-01-12 20:00:10,ceimsm1-09,4.0,28.0,26.0,5.0
2025-01-12 20:00:10,ceimsm1-11,5.0,20.0,15.0,6.0
2025-01-12 20:00:10,ceimsm1-17,5.0,24.0,15.0,5.0
2025-01-12 20:00:15,cecbep1-01,4.0,35.0,35.0,4.0
2025-01-12 20:00:15,cecbep1-03,4.0,82.0,31.0,4.0
2025-01-12 20:00:15,cecbep1-04,4.0,38.0,36.0,4.0
2025-01-12 20:00:15,cecbep1-07,4.0,39.0,33.0,4.0
2025-01-12 20:00:15,cecmaz1-06,4.0,25.0,24.0,4.0
2025-01-12 20:00:15,cecmaz1-08,4.0,27.0,22.0,4.0
2025-01-12 20:00:15,cecmsm1-04,4.0,22.0,20.0,4.0
2025-01-12 20:00:15,cefsbin3-01,4.0,35.0,41.0,5.0
2025-01-12 20:00:15,ceihta1-01,5.0,28.0,33.0,6.0
2025-01-12 20:00:15,ceihta1-02,5.0,32.0,29.0,6.0
2025-01-12 20:00:15,ceihta1-04,5.0,34.0,27.0,18.0
2025-01-12 20:00:15,ceihta1-06,5.0,34.0,23.0,5.0
2025-01-12 20:00:15,ceihta1-07,5.0,42.0,23.0,6.0
2025-01-12 20:00:15,ceihta1-08,5.0,32.0,32.0,6.0
2025-01-12 20:00:15,ceihta1-09,6.0,32.0,35.0,5.0
2025-01-12 20:00:15,ceihta1-10,6.0,23.0,28.0,6.0
2025-01-12 20:00:15,ceihta1-11,5.0,29.0,29.0,6.0
2025-01-12 20:00:15,ceihta1-15,5.0,25.0,25.0,7.0
2025-01-12 20:00:15,ceihta1-16,5.0,36.0,27.0,6.0
2025-01-12 20:00:15,ceihta1-17,7.0,83.0,44.0,5.0
2025-01-12 20:00:15,ceimno1-02,6.0,34.0,61.0,6.0
2025-01-12 20:00:15,ceimno1-05,5.0,36.0,34.0,6.0
2025-01-12 20:00:15,ceimno1-08,5.0,45.0,51.0,8.0
2025-01-12 20:00:15,ceimno1-10,15.0,173.0,292.0,31.0
2025-01-12 20:00:15,ceimno1-17,6.0,27.0,33.0,6.0
2025-01-12 20:00:15,ceimpe1-01,5.0,38.0,24.0,6.0
2025-01-12 20:00:15,ceimpe1-11,17.0,88.0,105.0,26.0
2025-01-12 20:00:15,ceimpe1-13,5.0,81.0,114.0,9.0
2025-01-12 20:00:15,ceimsm1-01,3.0,15.0,11.0,3.0
2025-01-12 20:00:15,ceimsm1-02,3.0,16.0,12.0,3.0
2025-01-12 20:00:15,ceimsm1-04,3.0,18.0,11.0,3.0
2025-01-12 20:00:15,ceimsm1-13,5.0,20.0,20.0,6.0
2025-01-12 20:00:15,ceimsm1-14,5.0,17.0,15.0,5.0
2025-01-12 20:00:15,ceimsm1-15,6.0,20.0,13.0,6.0
2025-01-12 20:00:15,ceimsm1-16,6.0,22.0,19.0,6.0
2025-01-12 20:00:15,ceimsm1-18,4.0,22.0,14.0,5.0
2025-01-12 20:00:15,codmno1-05,4.0,24.0,39.0,4.0
2025-01-12 20:00:20,cecbep1-02,4.0,42.0,29.0,4.0
2025-01-12 20:00:20,cecbep1-08,4.0,38.0,32.0,6.0
2025-01-12 20:00:20,cecmaz1-05,4.0,25.0,20.0,4.0
2025-01-12 20:00:20,cecmaz1-07,3.0,24.0,22.0,3.0
2025-01-12 20:00:20,cecmsm1-02,4.0,33.0,26.0,5.0
2025-01-12 20:00:20,cecmsm1-06,4.0,27.0,25.0,4.0
2025-01-12 20:00:20,cefsbin3-03,5.0,37.0,42.0,5.0
2025-01-12 20:00:20,cefsbin3-04,4.0,34.0,34.0,4.0
2025-01-12 20:00:20,cefsbin3-06,4.0,36.0,24.0,4.0
2025-01-12 20:00:20,ceihta1-12,5.0,33.0,28.0,5.0
2025-01-12 20:00:20,ceihta1-14,5.0,28.0,25.0,5.0
2025-01-12 20:00:20,ceihta1-19,4.0,34.0,24.0,6.0
2025-01-12 20:00:20,ceihta1-20,4.0,29.0,28.0,5.0
2025-01-12 20:00:20,ceimno1-01,8.0,81.0,67.0,12.0
2025-01-12 20:00:20,ceimno1-04,5.0,39.0,38.0,7.0
2025-01-12 20:00:20,ceimno1-11,9.0,60.0,57.0,8.0
2025-01-12 20:00:20,ceimno1-13,0.0,10.0,8.0,5.0
2025-01-12 20:00:20,ceimno1-16,5.0,42.0,27.0,6.0
2025-01-12 20:00:20,ceimno1-18,5.0,27.0,31.0,6.0
2025-01-12 20:00:20,ceimno1-19,6.0,29.0,20.0,3.0
2025-01-12 20:00:20,ceimpe1-04,8.0,197.0,163.0,23.0
2025-01-12 20:00:20,ceimpe1-07,6.0,72.0,67.0,11.0
2025-01-12 20:00:20,ceimpe1-15,4.0,40.0,18.0,4.0
2025-01-12 20:00:20,ceimsm1-05,3.0,15.0,10.0,3.0
2025-01-12 20:00:20,ceimsm1-06,3.0,30.0,13.0,3.0
2025-01-12 20:00:20,ceimsm1-07,5.0,23.0,17.0,5.0
2025-01-12 20:00:20,ceimsm1-10,5.0,21.0,33.0,5.0
2025-01-12 20:00:20,ceimsm1-12,5.0,20.0,16.0,6.0
2025-01-12 20:00:25,cecbep1-05,4.0,31.0,32.0,4.0
2025-01-12 20:00:25,cecbep1-06,4.0,38.0,48.0,4.0
2025-01-12 20:00:25,cecmaz1-01,4.0,29.0,19.0,4.0
2025-01-12 20:00:25,cecmaz1-02,4.0,32.0,21.0,4.0
2025-01-12 20:00:25,cecmaz1-03,4.0,25.0,24.0,4.0
2025-01-12 20:00:25,cecmaz1-04,3.0,25.0,28.0,3.0
2025-01-12 20:00:25,cecmsm1-01,4.0,25.0,24.0,4.0
2025-01-12 20:00:25,cecmsm1-03,4.0,24.0,25.0,4.0
2025-01-12 20:00:25,cecmsm1-05,5.0,30.0,31.0,5.0
2025-01-12 20:00:25,cecmsm1-07,3.0,24.0,24.0,3.0
2025-01-12 20:00:25,cecmsm1-08,3.0,27.0,24.0,3.0
2025-01-12 20:00:25,cefsbin3-02,5.0,42.0,27.0,4.0
2025-01-12 20:00:25,cefsbin3-05,4.0,42.0,32.0,4.0
2025-01-12 20:00:25,ceihta1-03,4.0,33.0,29.0,6.0
2025-01-12 20:00:25,ceihta1-13,4.0,36.0,21.0,7.0
2025-01-12 20:00:25,ceihta1-18,5.0,31.0,26.0,4.0
2025-01-12 20:00:25,ceimno1-03,8.0,43.0,52.0,9.0
2025-01-12 20:00:25,ceimno1-06,6.0,48.0,53.0,6.0
2025-01-12 20:00:25,ceimno1-07,5.0,54.0,29.0,5.0
2025-01-12 20:00:25,ceimno1-09,6.0,47.0,50.0,7.0
2025-01-12 20:00:25,ceimpe1-03,5.0,34.0,44.0,6.0
2025-01-12 20:00:25,ceimpe1-14,4.0,38.0,20.0,4.0
2025-01-12 20:00:25,ceimsm1-03,3.0,53.0,15.0,3.0
2025-01-12 20:00:25,ceimsm1-08,5.0,27.0,16.0,5.0
2025-01-12 20:00:25,ceimsm1-09,4.0,16.0,14.0,5.0
2025-01-12 20:00:25,ceimsm1-11,5.0,28.0,15.0,5.0
2025-01-12 20:00:25,ceimsm1-17,5.0,21.0,13.0,5.0
2025-01-12 20:00:30,cecbep1-01,4.0,35.0,34.0,4.0
2025-01-12 20:00:30,cecbep1-03,4.0,58.0,29.0,4.0
2025-01-12 20:00:30,cecbep1-04,4.0,41.0,34.0,4.0
2025-01-12 20:00:30,cecbep1-07,4.0,38.0,30.0,4.0
2025-01-12 20:00:30,cecmaz1-06,4.0,28.0,27.0,4.0
2025-01-12 20:00:30,cecmaz1-08,4.0,30.0,23.0,4.0
2025-01-12 20:00:30,cecmsm1-04,4.0,23.0,21.0,4.0
2025-01-12 20:00:30,cefsbin3-01,5.0,41.0,40.0,5.0
2025-01-12 20:00:30,ceihta1-01,5.0,26.0,30.0,6.0
2025-01-12 20:00:30,ceihta1-02,5.0,36.0,29.0,6.0
2025-01-12 20:00:30,ceihta1-04,5.0,37.0,21.0,18.0
2025-01-12 20:00:30,ceihta1-06,5.0,31.0,23.0,6.0
2025-01-12 20:00:30,ceihta1-07,5.0,27.0,19.0,6.0
2025-01-12 20:00:30,ceihta1-08,5.0,33.0,29.0,5.0
2025-01-12 20:00:30,ceihta1-09,6.0,32.0,39.0,5.0
2025-01-12 20:00:30,ceihta1-10,6.0,26.0,26.0,6.0
2025-01-12 20:00:30,ceihta1-11,5.0,30.0,31.0,6.0
2025-01-12 20:00:30,ceihta1-15,5.0,47.0,25.0,7.0
2025-01-12 20:00:30,ceihta1-16,5.0,41.0,20.0,7.0
2025-01-12 20:00:30,ceihta1-17,13.0,318.0,186.0,18.0
2025-01-12 20:00:30,ceimno1-02,5.0,29.0,37.0,6.0
2025-01-12 20:00:30,ceimno1-05,5.0,38.0,31.0,6.0
2025-01-12 20:00:30,ceimno1-08,5.0,30.0,44.0,6.0
2025-01-12 20:00:30,ceimno1-17,6.0,55.0,39.0,6.0
2025-01-12 20:00:30,ceimpe1-01,5.0,41.0,26.0,6.0
2025-01-12 20:00:30,ceimpe1-11,7.0,150.0,65.0,13.0
2025-01-12 20:00:30,ceimpe1-13,4.0,31.0,41.0,5.0
2025-01-12 20:00:30,ceimsm1-01,3.0,13.0,14.0,3.0
2025-01-12 20:00:30,ceimsm1-02,3.0,15.0,12.0,3.0
2025-01-12 20:00:30,ceimsm1-04,3.0,27.0,11.0,3.0
2025-01-12 20:00:30,ceimsm1-13,5.0,53.0,18.0,5.0
2025-01-12 20:00:30,ceimsm1-14,5.0,16.0,13.0,5.0
2025-01-12 20:00:30,ceimsm1-15,5.0,36.0,24.0,5.0
2025-01-12 20:00:30,ceimsm1-16,6.0,19.0,16.0,6.0
2025-01-12 20:00:30,ceimsm1-18,4.0,20.0,12.0,5.0
2025-01-12 20:00:30,codmno1-05,4.0,33.0,29.0,4.0
2025-01-12 20:00:35,cecbep1-02,4.0,30.0,25.0,4.0
2025-01-12 20:00:35,cecbep1-08,4.0,39.0,35.0,6.0
2025-01-12 20:00:35,cecmaz1-05,4.0,25.0,20.0,3.0
2025-01-12 20:00:35,cecmaz1-07,3.0,24.0,22.0,4.0
2025-01-12 20:00:35,cecmsm1-02,4.0,31.0,28.0,4.0
2025-01-12 20:00:35,cecmsm1-06,4.0,26.0,25.0,4.0
2025-01-12 20:00:35,cefsbin3-03,4.0,42.0,44.0,5.0
2025-01-12 20:00:35,cefsbin3-04,4.0,40.0,38.0,5.0
2025-01-12 20:00:35,cefsbin3-06,4.0,36.0,31.0,5.0
2025-01-12 20:00:35,ceihta1-12,5.0,34.0,25.0,5.0
2025-01-12 20:00:35,ceihta1-14,5.0,30.0,32.0,5.0
2025-01-12 20:00:35,ceihta1-19,4.0,44.0,37.0,6.0
2025-01-12 20:00:35,ceihta1-20,4.0,25.0,30.0,5.0
2025-01-12 20:00:35,ceimno1-01,6.0,36.0,24.0,6.0
2025-01-12 20:00:35,ceimno1-04,5.0,41.0,28.0,5.0
2025-01-12 20:00:35,ceimno1-11,6.0,34.0,32.0,6.0
2025-01-12 20:00:35,ceimno1-13,0.0,9.0,8.0,5.0
2025-01-12 20:00:35,ceimno1-16,4.0,26.0,32.0,5.0
2025-01-12 20:00:35,ceimno1-18,5.0,46.0,33.0,6.0
2025-01-12 20:00:35,ceimno1-19,4.0,24.0,22.0,3.0
2025-01-12 20:00:35,ceimpe1-04,7.0,49.0,53.0,17.0
2025-01-12 20:00:35,ceimpe1-07,6.0,49.0,47.0,9.0
2025-01-12 20:00:35,ceimpe1-15,4.0,31.0,16.0,4.0
2025-01-12 20:00:35,ceimsm1-05,3.0,14.0,24.0,3.0
2025-01-12 20:00:35,ceimsm1-06,3.0,15.0,11.0,3.0
2025-01-12 20:00:35,ceimsm1-07,6.0,21.0,24.0,6.0
2025-01-12 20:00:35,ceimsm1-10,5.0,30.0,12.0,5.0
2025-01-12 20:00:35,ceimsm1-12,5.0,29.0,18.0,5.0
2025-01-12 20:00:40,cecbep1-05,4.0,29.0,29.0,4.0
2025-01-12 20:00:40,cecbep1-06,4.0,41.0,39.0,4.0
2025-01-12 20:00:40,cecmaz1-01,4.0,30.0,22.0,4.0
2025-01-12 20:00:40,cecmaz1-02,4.0,27.0,27.0,4.0
2025-01-12 20:00:40,cecmaz1-03,3.0,19.0,22.0,4.0
2025-01-12 20:00:40,cecmaz1-04,3.0,23.0,28.0,3.0
2025-01-12 20:00:40,cecmsm1-01,4.0,25.0,25.0,4.0
2025-01-12 20:00:40,cecmsm1-03,4.0,28.0,23.0,4.0
2025-01-12 20:00:40,cecmsm1-05,5.0,35.0,35.0,6.0
2025-01-12 20:00:40,cecmsm1-07,3.0,24.0,23.0,3.0
2025-01-12 20:00:40,cecmsm1-08,3.0,24.0,26.0,4.0
2025-01-12 20:00:40,cefsbin3-02,5.0,51.0,27.0,5.0
2025-01-12 20:00:40,cefsbin3-05,3.0,34.0,32.0,4.0
2025-01-12 20:00:40,ceihta1-03,5.0,31.0,24.0,6.0
2025-01-12 20:00:40,ceihta1-13,4.0,37.0,24.0,8.0
2025-01-12 20:00:40,ceihta1-18,5.0,48.0,39.0,4.0
2025-01-12 20:00:40,ceimno1-06,6.0,36.0,41.0,6.0
2025-01-12 20:00:40,ceimno1-07,5.0,25.0,20.0,5.0
2025-01-12 20:00:40,ceimno1-09,5.0,33.0,33.0,6.0
2025-01-12 20:00:40,ceimpe1-03,6.0,59.0,54.0,7.0
2025-01-12 20:00:40,ceimpe1-14,5.0,71.0,23.0,10.0
2025-01-12 20:00:40,ceimsm1-03,3.0,15.0,14.0,3.0
2025-01-12 20:00:40,ceimsm1-08,5.0,21.0,19.0,5.0
2025-01-12 20:00:40,ceimsm1-09,4.0,15.0,15.0,5.0
2025-01-12 20:00:40,ceimsm1-11,5.0,23.0,13.0,5.0
2025-01-12 20:00:40,ceimsm1-17,4.0,16.0,13.0,5.0
2025-01-12 20:00:45,cecbep1-01,4.0,34.0,37.0,4.0
2025-01-12 20:00:45,cecbep1-03,4.0,36.0,29.0,4.0
2025-01-12 20:00:45,cecbep1-04,4.0,37.0,33.0,4.0
2025-01-12 20:00:45,cecbep1-07,4.0,33.0,29.0,4.0
2025-01-12 20:00:45,cecmaz1-06,4.0,25.0,24.0,3.0
2025-01-12 20:00:45,cecmaz1-08,4.0,28.0,21.0,4.0
2025-01-12 20:00:45,cecmsm1-04,4.0,22.0,22.0,4.0
2025-01-12 20:00:45,cefsbin3-01,5.0,43.0,38.0,5.0
2025-01-12 20:00:45,ceihta1-01,6.0,20.0,32.0,6.0
2025-01-12 20:00:45,ceihta1-02,5.0,37.0,30.0,6.0
2025-01-12 20:00:45,ceihta1-04,5.0,37.0,25.0,17.0
2025-01-12 20:00:45,ceihta1-06,4.0,40.0,20.0,6.0
2025-01-12 20:00:45,ceihta1-07,5.0,31.0,21.0,6.0
2025-01-12 20:00:45,ceihta1-08,5.0,41.0,30.0,5.0
2025-01-12 20:00:45,ceihta1-09,6.0,32.0,27.0,5.0
2025-01-12 20:00:45,ceihta1-10,6.0,28.0,32.0,7.0
2025-01-12 20:00:45,ceihta1-11,5.0,27.0,46.0,6.0
2025-01-12 20:00:45,ceihta1-15,5.0,35.0,26.0,6.0
2025-01-12 20:00:45,ceihta1-16,5.0,39.0,28.0,7.0
2025-01-12 20:00:45,ceihta1-17,13.0,123.0,99.0,12.0
2025-01-12 20:00:45,ceimno1-02,5.0,31.0,41.0,6.0
2025-01-12 20:00:45,ceimno1-05,5.0,34.0,29.0,6.0
2025-01-12 20:00:45,ceimno1-08,4.0,28.0,18.0,6.0
2025-01-12 20:00:45,ceimno1-17,5.0,24.0,25.0,6.0
2025-01-12 20:00:45,ceimpe1-01,6.0,52.0,26.0,8.0
2025-01-12 20:00:45,ceimpe1-13,6.0,188.0,125.0,16.0
2025-01-12 20:00:45,ceimsm1-01,3.0,11.0,11.0,3.0
2025-01-12 20:00:45,ceimsm1-02,3.0,14.0,11.0,3.0
2025-01-12 20:00:45,ceimsm1-04,3.0,54.0,16.0,3.0
2025-01-12 20:00:45,ceimsm1-13,5.0,16.0,15.0,5.0
2025-01-12 20:00:45,ceimsm1-14,5.0,14.0,13.0,5.0
2025-01-12 20:00:45,ceimsm1-15,5.0,18.0,16.0,5.0
2025-01-12 20:00:45,ceimsm1-16,6.0,18.0,14.0,6.0
2025-01-12 20:00:45,ceimsm1-18,5.0,16.0,14.0,5.0
2025-01-12 20:00:45,codmno1-05,4.0,22.0,29.0,4.0
2025-01-12 20:00:50,cecbep1-02,4.0,27.0,28.0,5.0
2025-01-12 20:00:50,cecbep1-08,4.0,40.0,34.0,6.0
2025-01-12 20:00:50,cecmaz1-05,3.0,25.0,21.0,4.0
2025-01-12 20:00:50,cecmaz1-07,4.0,30.0,25.0,4.0
2025-01-12 20:00:50,cecmsm1-02,4.0,31.0,25.0,4.0
2025-01-12 20:00:50,cecmsm1-06,3.0,27.0,22.0,3.0
2025-01-12 20:00:50,cefsbin3-03,5.0,67.0,43.0,5.0
2025-01-12 20:00:50,cefsbin3-04,4.0,36.0,35.0,4.0
2025-01-12 20:00:50,cefsbin3-06,4.0,50.0,30.0,6.0
2025-01-12 20:00:50,ceihta1-12,5.0,33.0,25.0,5.0
2025-01-12 20:00:50,ceihta1-14,5.0,34.0,27.0,5.0
2025-01-12 20:00:50,ceihta1-19,4.0,29.0,24.0,6.0
2025-01-12 20:00:50,ceihta1-20,4.0,31.0,35.0,5.0
2025-01-12 20:00:50,ceimno1-01,5.0,30.0,26.0,6.0
2025-01-12 20:00:50,ceimno1-04,5.0,28.0,36.0,6.0
2025-01-12 20:00:50,ceimno1-11,5.0,34.0,36.0,5.0
2025-01-12 20:00:50,ceimno1-13,0.0,8.0,9.0,5.0
2025-01-12 20:00:50,ceimno1-16,4.0,22.0,21.0,5.0
2025-01-12 20:00:50,ceimno1-18,5.0,25.0,34.0,5.0
2025-01-12 20:00:50,ceimno1-19,3.0,21.0,19.0,3.0
2025-01-12 20:00:50,ceimpe1-04,8.0,399.0,170.0,40.0
2025-01-12 20:00:50,ceimpe1-07,12.0,332.0,153.0,36.0
2025-01-12 20:00:50,ceimpe1-15,5.0,84.0,21.0,4.0
2025-01-12 20:00:50,ceimsm1-05,3.0,12.0,10.0,3.0
2025-01-12 20:00:50,ceimsm1-06,4.0,11.0,13.0,3.0
2025-01-12 20:00:50,ceimsm1-07,6.0,18.0,18.0,6.0
2025-01-12 20:00:50,ceimsm1-10,5.0,17.0,11.0,5.0
2025-01-12 20:00:50,ceimsm1-12,5.0,17.0,17.0,5.0
2025-01-12 20:00:55,cecbep1-05,4.0,28.0,31.0,4.0
2025-01-12 20:00:55,cecbep1-06,4.0,45.0,36.0,4.0
2025-01-12 20:00:55,cecmaz1-01,4.0,48.0,22.0,4.0
2025-01-12 20:00:55,cecmaz1-02,4.0,26.0,23.0,4.0
2025-01-12 20:00:55,cecmaz1-03,4.0,28.0,24.0,4.0
2025-01-12 20:00:55,cecmaz1-04,3.0,23.0,21.0,3.0
2025-01-12 20:00:55,cecmsm1-01,4.0,25.0,26.0,4.0
2025-01-12 20:00:55,cecmsm1-03,4.0,25.0,23.0,4.0
2025-01-12 20:00:55,cecmsm1-05,5.0,141.0,65.0,6.0
2025-01-12 20:00:55,cecmsm1-07,3.0,24.0,25.0,3.0
2025-01-12 20:00:55,cecmsm1-08,3.0,46.0,28.0,3.0
2025-01-12 20:00:55,cefsbin3-02,5.0,45.0,29.0,4.0
2025-01-12 20:00:55,cefsbin3-05,4.0,37.0,27.0,4.0
2025-01-12 20:00:55,ceihta1-03,5.0,29.0,27.0,6.0
2025-01-12 20:00:55,ceihta1-13,4.0,34.0,22.0,7.0
2025-01-12 20:00:55,ceihta1-18,5.0,49.0,32.0,4.0
2025-01-12 20:00:55,ceimno1-06,5.0,135.0,54.0,6.0
2025-01-12 20:00:55,ceimno1-09,5.0,32.0,48.0,6.0
2025-01-12 20:00:55,ceimpe1-03,6.0,187.0,53.0,7.0
2025-01-12 20:00:55,ceimpe1-14,4.0,126.0,144.0,5.0
2025-01-12 20:00:55,ceimsm1-03,3.0,15.0,12.0,3.0
2025-01-12 20:00:55,ceimsm1-08,5.0,19.0,15.0,5.0
2025-01-12 20:00:55,ceimsm1-09,4.0,69.0,14.0,5.0
2025-01-12 20:00:55,ceimsm1-11,5.0,16.0,14.0,5.0
2025-01-12 20:00:55,ceimsm1-17,4.0,15.0,14.0,5.0
2025-01-12 20:01:00,cecbep1-01,4.0,37.0,33.0,4.0
2025-01-12 20:01:00,cecbep1-03,4.0,47.0,34.0,4.0
2025-01-12 20:01:00,cecbep1-04,4.0,62.0,30.0,4.0
2025-01-12 20:01:00,cecbep1-07,4.0,35.0,33.0,4.0
2025-01-12 20:01:00,cecmaz1-06,4.0,32.0,28.0,4.0
