time,server,avg-resp-time-hit,avg-resp-time-hit-https,avg-resp-time-miss,avg-resp-time-miss-https
2025-01-12 20:37:00,ceimno1-10,6.0,43.0,32.0,7.0
2025-01-12 20:37:00,ceimno1-14,6.0,40.0,35.0,6.0
2025-01-12 20:37:00,ceimno1-17,5.0,22.0,23.0,6.0
2025-01-12 20:37:00,ceimpe1-09,6.0,129.0,35.0,9.0
2025-01-12 20:37:00,ceimpe1-10,6.0,52.0,36.0,9.0
2025-01-12 20:37:00,ceimpe1-11,7.0,509.0,90.0,29.0
2025-01-12 20:37:00,ceimsm1-01,3.0,18.0,18.0,3.0
2025-01-12 20:37:00,ceimsm1-02,3.0,18.0,12.0,3.0
2025-01-12 20:37:00,ceimsm1-03,3.0,21.0,15.0,3.0
2025-01-12 20:37:00,ceimsm1-08,5.0,19.0,25.0,5.0
2025-01-12 20:37:00,ceimsm1-13,4.0,19.0,18.0,5.0
2025-01-12 20:37:00,ceimsm1-14,5.0,17.0,18.0,6.0
2025-01-12 20:37:00,ceimsm1-18,6.0,86.0,64.0,10.0
2025-01-12 20:37:00,codmpe1-05,5.0,68.0,51.0,8.0
2025-01-12 20:37:05,cecbep1-02,5.0,38.0,30.0,5.0
2025-01-12 20:37:05,cecbep1-08,5.0,44.0,36.0,5.0
2025-01-12 20:37:05,cecmaz1-05,10.0,70.0,57.0,11.0
2025-01-12 20:37:05,cecmsm1-06,3.0,41.0,26.0,3.0
2025-01-12 20:37:05,cefsbin3-03,4.0,34.0,42.0,5.0
2025-01-12 20:37:05,cefsbin3-06,7.0,44.0,35.0,8.0
2025-01-12 20:37:05,ceihta1-12,6.0,48.0,35.0,5.0
2025-01-12 20:37:05,ceihta1-19,5.0,62.0,39.0,5.0
2025-01-12 20:37:05,ceihta1-20,5.0,31.0,45.0,5.0
2025-01-12 20:37:05,ceimno1-01,5.0,27.0,22.0,5.0
2025-01-12 20:37:05,ceimno1-04,5.0,28.0,23.0,5.0
2025-01-12 20:37:05,ceimno1-11,5.0,25.0,22.0,5.0
2025-01-12 20:37:05,ceimno1-12,5.0,29.0,25.0,6.0
2025-01-12 20:37:05,ceimno1-13,0.0,8.0,9.0,5.0
2025-01-12 20:37:05,ceimno1-16,5.0,43.0,14.0,5.0
2025-01-12 20:37:05,ceimno1-18,5.0,26.0,24.0,6.0
2025-01-12 20:37:05,ceimpe1-04,9.0,409.0,107.0,28.0
2025-01-12 20:37:05,ceimpe1-07,5.0,258.0,32.0,7.0
2025-01-12 20:37:05,ceimpe1-13,5.0,332.0,82.0,24.0
2025-01-12 20:37:05,ceimpe1-15,4.0,283.0,19.0,4.0
2025-01-12 20:37:05,ceimsm1-04,3.0,15.0,13.0,3.0
2025-01-12 20:37:05,ceimsm1-05,3.0,19.0,18.0,3.0
2025-01-12 20:37:05,ceimsm1-06,3.0,25.0,15.0,3.0
2025-01-12 20:37:05,ceimsm1-07,5.0,26.0,15.0,6.0
2025-01-12 20:37:05,ceimsm1-10,5.0,16.0,15.0,5.0
2025-01-12 20:37:05,ceimsm1-12,4.0,20.0,13.0,5.0
2025-01-12 20:37:10,cecbep1-05,5.0,26.0,32.0,5.0
2025-01-12 20:37:10,cecbep1-06,4.0,55.0,30.0,4.0
2025-01-12 20:37:10,cecmaz1-04,3.0,24.0,23.0,3.0
2025-01-12 20:37:10,cecmsm1-01,3.0,37.0,26.0,3.0
2025-01-12 20:37:10,cecmsm1-02,3.0,36.0,25.0,3.0
2025-01-12 20:37:10,cecmsm1-03,20.0,266.0,185.0,34.0
2025-01-12 20:37:10,cecmsm1-05,3.0,41.0,28.0,4.0
2025-01-12 20:37:10,cecmsm1-07,3.0,45.0,30.0,3.0
2025-01-12 20:37:10,cecmsm1-08,12.0,48.0,41.0,12.0
2025-01-12 20:37:10,cefsbin3-02,4.0,67.0,38.0,5.0
2025-01-12 20:37:10,cefsbin3-05,7.0,51.0,33.0,7.0
2025-01-12 20:37:10,ceihta1-05,4.0,26.0,37.0,6.0
2025-01-12 20:37:10,ceihta1-13,5.0,50.0,34.0,6.0
2025-01-12 20:37:10,ceihta1-14,6.0,38.0,38.0,6.0
2025-01-12 20:37:10,ceihta1-18,5.0,32.0,29.0,5.0
2025-01-12 20:37:10,ceimno1-03,5.0,37.0,41.0,7.0
2025-01-12 20:37:10,ceimno1-06,5.0,23.0,32.0,5.0
2025-01-12 20:37:10,ceimno1-09,5.0,27.0,28.0,5.0
2025-01-12 20:37:10,ceimno1-15,5.0,29.0,23.0,6.0
2025-01-12 20:37:10,ceimpe1-02,5.0,34.0,31.0,6.0
2025-01-12 20:37:10,ceimpe1-06,7.0,226.0,46.0,10.0
2025-01-12 20:37:10,ceimpe1-14,4.0,92.0,57.0,9.0
2025-01-12 20:37:10,ceimsm1-11,5.0,18.0,16.0,6.0
2025-01-12 20:37:10,ceimsm1-17,4.0,21.0,15.0,5.0
2025-01-12 20:37:15,cecbep1-01,5.0,40.0,32.0,5.0
2025-01-12 20:37:15,cecbep1-03,4.0,50.0,28.0,4.0
2025-01-12 20:37:15,cecbep1-04,5.0,61.0,33.0,5.0
2025-01-12 20:37:15,cecbep1-07,4.0,65.0,35.0,4.0
2025-01-12 20:37:15,cecmaz1-01,4.0,39.0,26.0,4.0
2025-01-12 20:37:15,cecmaz1-02,4.0,39.0,33.0,3.0
2025-01-12 20:37:15,cecmaz1-03,4.0,37.0,25.0,4.0
2025-01-12 20:37:15,cecmaz1-06,3.0,36.0,32.0,3.0
2025-01-12 20:37:15,cecmaz1-08,4.0,35.0,26.0,4.0
2025-01-12 20:37:15,cefsbin3-01,4.0,37.0,35.0,5.0
2025-01-12 20:37:15,ceihta1-02,6.0,59.0,40.0,7.0
2025-01-12 20:37:15,ceihta1-03,5.0,30.0,29.0,6.0
2025-01-12 20:37:15,ceihta1-04,5.0,42.0,25.0,5.0
2025-01-12 20:37:15,ceihta1-06,5.0,31.0,35.0,5.0
2025-01-12 20:37:15,ceihta1-08,5.0,30.0,32.0,6.0
2025-01-12 20:37:15,ceihta1-09,5.0,36.0,32.0,5.0
2025-01-12 20:37:15,ceihta1-10,5.0,39.0,40.0,6.0
2025-01-12 20:37:15,ceihta1-11,5.0,39.0,34.0,6.0
2025-01-12 20:37:15,ceihta1-16,5.0,35.0,41.0,7.0
2025-01-12 20:37:15,ceihta1-17,5.0,37.0,52.0,8.0
2025-01-12 20:37:15,ceimno1-02,5.0,20.0,18.0,5.0
2025-01-12 20:37:15,ceimno1-05,4.0,23.0,18.0,5.0
2025-01-12 20:37:15,ceimno1-07,5.0,22.0,23.0,5.0
2025-01-12 20:37:15,ceimno1-08,4.0,25.0,56.0,5.0
2025-01-12 20:37:15,ceimno1-10,5.0,28.0,24.0,5.0
2025-01-12 20:37:15,ceimno1-14,6.0,31.0,26.0,6.0
2025-01-12 20:37:15,ceimno1-17,5.0,19.0,20.0,5.0
2025-01-12 20:37:15,ceimpe1-09,5.0,253.0,28.0,8.0
2025-01-12 20:37:15,ceimpe1-10,7.0,353.0,54.0,13.0
2025-01-12 20:37:15,ceimpe1-11,6.0,196.0,34.0,13.0
2025-01-12 20:37:15,ceimsm1-01,3.0,14.0,16.0,3.0
2025-01-12 20:37:15,ceimsm1-02,3.0,67.0,12.0,3.0
2025-01-12 20:37:15,ceimsm1-03,3.0,44.0,17.0,3.0
2025-01-12 20:37:15,ceimsm1-08,5.0,70.0,27.0,5.0
2025-01-12 20:37:15,ceimsm1-13,4.0,17.0,15.0,5.0
2025-01-12 20:37:15,ceimsm1-14,5.0,33.0,24.0,6.0
2025-01-12 20:37:15,codmpe1-05,21.0,387.0,112.0,56.0
2025-01-12 20:37:20,cecbep1-02,5.0,66.0,30.0,5.0
2025-01-12 20:37:20,cecbep1-08,5.0,55.0,35.0,5.0
2025-01-12 20:37:20,cecmaz1-05,9.0,83.0,77.0,10.0
2025-01-12 20:37:20,cecmsm1-06,3.0,43.0,26.0,3.0
2025-01-12 20:37:20,cefsbin3-03,4.0,59.0,51.0,4.0
2025-01-12 20:37:20,cefsbin3-06,7.0,58.0,34.0,7.0
2025-01-12 20:37:20,ceihta1-12,6.0,45.0,35.0,8.0
2025-01-12 20:37:20,ceihta1-19,5.0,44.0,37.0,5.0
2025-01-12 20:37:20,ceihta1-20,4.0,26.0,36.0,5.0
2025-01-12 20:37:20,ceimno1-01,5.0,28.0,25.0,5.0
2025-01-12 20:37:20,ceimno1-04,5.0,24.0,27.0,5.0
2025-01-12 20:37:20,ceimno1-11,5.0,23.0,22.0,5.0
2025-01-12 20:37:20,ceimno1-12,6.0,30.0,28.0,6.0
2025-01-12 20:37:20,ceimno1-13,0.0,8.0,9.0,6.0
2025-01-12 20:37:20,ceimno1-16,4.0,27.0,15.0,5.0
2025-01-12 20:37:20,ceimno1-18,6.0,25.0,29.0,7.0
2025-01-12 20:37:20,ceimpe1-04,7.0,53.0,47.0,14.0
2025-01-12 20:37:20,ceimpe1-07,5.0,31.0,27.0,7.0
2025-01-12 20:37:20,ceimpe1-13,4.0,45.0,37.0,7.0
2025-01-12 20:37:20,ceimpe1-15,4.0,34.0,25.0,4.0
2025-01-12 20:37:20,ceimsm1-04,3.0,37.0,12.0,3.0
2025-01-12 20:37:20,ceimsm1-05,3.0,37.0,13.0,3.0
2025-01-12 20:37:20,ceimsm1-06,3.0,32.0,12.0,3.0
2025-01-12 20:37:20,ceimsm1-07,5.0,20.0,14.0,6.0
2025-01-12 20:37:20,ceimsm1-10,5.0,16.0,16.0,5.0
2025-01-12 20:37:20,ceimsm1-12,4.0,32.0,13.0,5.0
2025-01-12 20:37:25,cecbep1-05,5.0,31.0,32.0,5.0
2025-01-12 20:37:25,cecbep1-06,4.0,54.0,29.0,4.0
2025-01-12 20:37:25,cecmaz1-04,3.0,21.0,22.0,3.0
2025-01-12 20:37:25,cecmsm1-01,4.0,39.0,24.0,3.0
2025-01-12 20:37:25,cecmsm1-02,4.0,32.0,37.0,4.0
2025-01-12 20:37:25,cecmsm1-05,3.0,31.0,30.0,4.0
2025-01-12 20:37:25,cecmsm1-07,3.0,23.0,31.0,3.0
2025-01-12 20:37:25,cefsbin3-02,4.0,45.0,41.0,5.0
2025-01-12 20:37:25,cefsbin3-05,7.0,42.0,35.0,8.0
2025-01-12 20:37:25,ceihta1-05,5.0,112.0,80.0,14.0
2025-01-12 20:37:25,ceihta1-13,5.0,53.0,33.0,6.0
2025-01-12 20:37:25,ceihta1-14,5.0,38.0,30.0,6.0
2025-01-12 20:37:25,ceihta1-18,4.0,30.0,27.0,5.0
2025-01-12 20:37:25,ceimno1-03,6.0,47.0,51.0,8.0
2025-01-12 20:37:25,ceimno1-06,5.0,22.0,32.0,6.0
2025-01-12 20:37:25,ceimno1-09,5.0,34.0,29.0,6.0
2025-01-12 20:37:25,ceimno1-15,5.0,27.0,22.0,5.0
2025-01-12 20:37:25,ceimpe1-02,5.0,31.0,16.0,5.0
2025-01-12 20:37:25,ceimpe1-06,6.0,57.0,30.0,9.0
2025-01-12 20:37:25,ceimpe1-08,6.0,32.0,31.0,6.0
2025-01-12 20:37:25,ceimpe1-14,4.0,45.0,31.0,5.0
2025-01-12 20:37:25,ceimsm1-11,5.0,20.0,19.0,6.0
2025-01-12 20:37:25,ceimsm1-17,5.0,16.0,21.0,5.0
2025-01-12 20:37:30,cecbep1-01,5.0,34.0,32.0,5.0
2025-01-12 20:37:30,cecbep1-03,4.0,33.0,31.0,4.0
2025-01-12 20:37:30,cecbep1-04,4.0,40.0,36.0,5.0
2025-01-12 20:37:30,cecbep1-07,4.0,46.0,32.0,4.0
2025-01-12 20:37:30,cecmaz1-01,4.0,25.0,22.0,4.0
2025-01-12 20:37:30,cecmaz1-02,3.0,22.0,25.0,3.0
2025-01-12 20:37:30,cecmaz1-03,4.0,23.0,23.0,4.0
2025-01-12 20:37:30,cecmaz1-06,3.0,26.0,28.0,4.0
2025-01-12 20:37:30,cecmaz1-08,4.0,21.0,26.0,4.0
2025-01-12 20:37:30,cecmsm1-04,7.0,84.0,56.0,18.0
2025-01-12 20:37:30,cefsbin3-01,4.0,33.0,37.0,4.0
2025-01-12 20:37:30,ceihta1-01,5.0,35.0,35.0,6.0
2025-01-12 20:37:30,ceihta1-02,10.0,68.0,53.0,14.0
2025-01-12 20:37:30,ceihta1-03,7.0,43.0,36.0,9.0
2025-01-12 20:37:30,ceihta1-04,5.0,35.0,30.0,6.0
2025-01-12 20:37:30,ceihta1-06,5.0,29.0,31.0,5.0
2025-01-12 20:37:30,ceihta1-08,5.0,32.0,34.0,6.0
2025-01-12 20:37:30,ceihta1-09,8.0,44.0,36.0,9.0
2025-01-12 20:37:30,ceihta1-10,6.0,43.0,39.0,7.0
2025-01-12 20:37:30,ceihta1-11,5.0,36.0,35.0,6.0
2025-01-12 20:37:30,ceihta1-16,6.0,52.0,47.0,9.0
2025-01-12 20:37:30,ceihta1-17,8.0,774.0,102.0,23.0
2025-01-12 20:37:30,ceimno1-02,5.0,27.0,20.0,5.0
2025-01-12 20:37:30,ceimno1-05,4.0,37.0,18.0,5.0
2025-01-12 20:37:30,ceimno1-07,6.0,34.0,45.0,7.0
2025-01-12 20:37:30,ceimno1-08,4.0,46.0,55.0,6.0
2025-01-12 20:37:30,ceimno1-10,5.0,39.0,35.0,6.0
2025-01-12 20:37:30,ceimno1-14,18.0,41.0,24.0,16.0
2025-01-12 20:37:30,ceimno1-17,5.0,36.0,18.0,6.0
2025-01-12 20:37:30,ceimpe1-09,5.0,32.0,24.0,6.0
2025-01-12 20:37:30,ceimpe1-10,6.0,35.0,41.0,8.0
2025-01-12 20:37:30,ceimpe1-11,7.0,54.0,52.0,13.0
2025-01-12 20:37:30,ceimsm1-01,3.0,17.0,16.0,3.0
2025-01-12 20:37:30,ceimsm1-02,3.0,14.0,13.0,3.0
2025-01-12 20:37:30,ceimsm1-03,3.0,17.0,16.0,3.0
2025-01-12 20:37:30,ceimsm1-08,5.0,17.0,15.0,5.0
2025-01-12 20:37:30,ceimsm1-13,4.0,14.0,15.0,5.0
2025-01-12 20:37:30,ceimsm1-14,5.0,16.0,17.0,6.0
2025-01-12 20:37:30,ceimsm1-15,6.0,24.0,29.0,9.0
2025-01-12 20:37:35,cecbep1-02,5.0,38.0,29.0,5.0
2025-01-12 20:37:35,cecbep1-08,5.0,40.0,32.0,5.0
2025-01-12 20:37:35,cecmaz1-05,5.0,42.0,31.0,5.0
2025-01-12 20:37:35,cecmsm1-06,3.0,61.0,43.0,3.0
2025-01-12 20:37:35,cefsbin3-03,4.0,37.0,42.0,5.0
2025-01-12 20:37:35,cefsbin3-06,7.0,42.0,37.0,7.0
2025-01-12 20:37:35,ceihta1-12,7.0,34.0,36.0,7.0
2025-01-12 20:37:35,ceihta1-19,5.0,37.0,29.0,5.0
2025-01-12 20:37:35,ceihta1-20,6.0,28.0,37.0,6.0
2025-01-12 20:37:35,ceimno1-01,5.0,34.0,26.0,6.0
2025-01-12 20:37:35,ceimno1-04,5.0,25.0,27.0,5.0
2025-01-12 20:37:35,ceimno1-11,10.0,99.0,129.0,9.0
2025-01-12 20:37:35,ceimno1-12,7.0,29.0,25.0,6.0
2025-01-12 20:37:35,ceimno1-13,0.0,9.0,9.0,5.0
2025-01-12 20:37:35,ceimno1-16,4.0,25.0,14.0,5.0
2025-01-12 20:37:35,ceimno1-18,6.0,31.0,34.0,7.0
2025-01-12 20:37:35,ceimpe1-04,8.0,109.0,66.0,24.0
2025-01-12 20:37:35,ceimpe1-07,5.0,36.0,27.0,7.0
2025-01-12 20:37:35,ceimpe1-13,5.0,45.0,39.0,11.0
2025-01-12 20:37:35,ceimpe1-15,4.0,36.0,18.0,4.0
2025-01-12 20:37:35,ceimsm1-04,3.0,17.0,16.0,3.0
2025-01-12 20:37:35,ceimsm1-05,3.0,21.0,14.0,3.0
2025-01-12 20:37:35,ceimsm1-06,3.0,22.0,14.0,3.0
2025-01-12 20:37:35,ceimsm1-07,5.0,29.0,16.0,6.0
2025-01-12 20:37:35,ceimsm1-10,5.0,17.0,16.0,5.0
2025-01-12 20:37:35,ceimsm1-12,5.0,17.0,13.0,5.0
2025-01-12 20:37:40,cecbep1-05,5.0,32.0,31.0,5.0
2025-01-12 20:37:40,cecbep1-06,4.0,40.0,41.0,4.0
2025-01-12 20:37:40,cecmaz1-04,3.0,18.0,22.0,3.0
2025-01-12 20:37:40,cecmaz1-07,4.0,30.0,27.0,5.0
2025-01-12 20:37:40,cecmsm1-01,3.0,55.0,37.0,3.0
2025-01-12 20:37:40,cecmsm1-02,11.0,57.0,49.0,12.0
2025-01-12 20:37:40,cecmsm1-05,3.0,65.0,44.0,4.0
2025-01-12 20:37:40,cecmsm1-07,3.0,27.0,28.0,3.0
2025-01-12 20:37:40,cefsbin3-02,5.0,41.0,41.0,5.0
2025-01-12 20:37:40,cefsbin3-05,7.0,47.0,39.0,7.0
2025-01-12 20:37:40,ceihta1-05,4.0,30.0,36.0,6.0
2025-01-12 20:37:40,ceihta1-13,5.0,38.0,30.0,6.0
2025-01-12 20:37:40,ceihta1-14,6.0,33.0,35.0,7.0
2025-01-12 20:37:40,ceihta1-18,5.0,32.0,28.0,6.0
2025-01-12 20:37:40,ceimno1-03,5.0,33.0,28.0,6.0
2025-01-12 20:37:40,ceimno1-06,5.0,25.0,28.0,6.0
2025-01-12 20:37:40,ceimno1-09,5.0,31.0,36.0,6.0
2025-01-12 20:37:40,ceimno1-15,5.0,27.0,20.0,5.0
2025-01-12 20:37:40,ceimpe1-02,6.0,38.0,37.0,6.0
2025-01-12 20:37:40,ceimpe1-06,6.0,63.0,45.0,13.0
2025-01-12 20:37:40,ceimpe1-08,6.0,32.0,25.0,6.0
2025-01-12 20:37:40,ceimpe1-14,4.0,36.0,27.0,5.0
2025-01-12 20:37:40,ceimsm1-11,5.0,15.0,18.0,5.0
2025-01-12 20:37:40,ceimsm1-17,4.0,32.0,14.0,5.0
2025-01-12 20:37:45,cecbep1-01,5.0,35.0,34.0,5.0
2025-01-12 20:37:45,cecbep1-03,4.0,34.0,28.0,4.0
2025-01-12 20:37:45,cecbep1-04,5.0,37.0,34.0,5.0
2025-01-12 20:37:45,cecbep1-07,4.0,48.0,31.0,4.0
2025-01-12 20:37:45,cecmaz1-01,4.0,22.0,22.0,4.0
2025-01-12 20:37:45,cecmaz1-02,3.0,21.0,24.0,3.0
2025-01-12 20:37:45,cecmaz1-03,4.0,20.0,22.0,4.0
2025-01-12 20:37:45,cecmaz1-06,3.0,23.0,23.0,3.0
2025-01-12 20:37:45,cecmaz1-08,4.0,20.0,26.0,4.0
2025-01-12 20:37:45,cecmsm1-04,6.0,109.0,64.0,22.0
2025-01-12 20:37:45,cefsbin3-01,5.0,38.0,40.0,5.0
2025-01-12 20:37:45,ceihta1-01,6.0,31.0,32.0,6.0
2025-01-12 20:37:45,ceihta1-02,6.0,35.0,37.0,7.0
2025-01-12 20:37:45,ceihta1-03,5.0,29.0,29.0,6.0
2025-01-12 20:37:45,ceihta1-04,5.0,31.0,25.0,6.0
2025-01-12 20:37:45,ceihta1-06,5.0,26.0,30.0,5.0
2025-01-12 20:37:45,ceihta1-08,5.0,27.0,30.0,6.0
2025-01-12 20:37:45,ceihta1-09,18.0,67.0,75.0,20.0
2025-01-12 20:37:45,ceihta1-10,6.0,29.0,39.0,7.0
2025-01-12 20:37:45,ceihta1-11,5.0,28.0,33.0,6.0
2025-01-12 20:37:45,ceihta1-16,5.0,30.0,35.0,6.0
2025-01-12 20:37:45,ceihta1-17,4.0,29.0,47.0,5.0
2025-01-12 20:37:45,ceimno1-02,5.0,22.0,20.0,5.0
2025-01-12 20:37:45,ceimno1-05,4.0,23.0,21.0,5.0
2025-01-12 20:37:45,ceimno1-07,5.0,22.0,20.0,6.0
2025-01-12 20:37:45,ceimno1-08,4.0,65.0,44.0,5.0
2025-01-12 20:37:45,ceimno1-10,5.0,30.0,22.0,5.0
2025-01-12 20:37:45,ceimno1-17,5.0,22.0,17.0,6.0
2025-01-12 20:37:45,ceimpe1-01,6.0,65.0,44.0,13.0
2025-01-12 20:37:45,ceimpe1-09,5.0,27.0,29.0,7.0
2025-01-12 20:37:45,ceimpe1-10,5.0,31.0,47.0,7.0
2025-01-12 20:37:45,ceimpe1-11,6.0,32.0,48.0,8.0
2025-01-12 20:37:45,ceimsm1-01,3.0,17.0,13.0,3.0
2025-01-12 20:37:45,ceimsm1-02,3.0,14.0,16.0,3.0
2025-01-12 20:37:45,ceimsm1-03,3.0,15.0,14.0,3.0
2025-01-12 20:37:45,ceimsm1-08,5.0,23.0,15.0,5.0
2025-01-12 20:37:45,ceimsm1-13,4.0,14.0,16.0,5.0
2025-01-12 20:37:45,ceimsm1-14,5.0,16.0,19.0,6.0
2025-01-12 20:37:45,ceimsm1-15,6.0,23.0,21.0,8.0
2025-01-12 20:37:50,cecbep1-02,5.0,40.0,27.0,5.0
2025-01-12 20:37:50,cecbep1-08,5.0,40.0,31.0,5.0
2025-01-12 20:37:50,cecmaz1-05,4.0,26.0,24.0,4.0
2025-01-12 20:37:50,cecmsm1-06,3.0,109.0,34.0,4.0
2025-01-12 20:37:50,cefsbin3-03,8.0,67.0,43.0,8.0
2025-01-12 20:37:50,cefsbin3-04,4.0,33.0,38.0,4.0
2025-01-12 20:37:50,cefsbin3-06,7.0,41.0,37.0,7.0
2025-01-12 20:37:50,ceihta1-12,5.0,27.0,33.0,6.0
2025-01-12 20:37:50,ceihta1-19,5.0,28.0,27.0,5.0
2025-01-12 20:37:50,ceihta1-20,13.0,43.0,42.0,14.0
2025-01-12 20:37:50,ceimno1-01,5.0,28.0,25.0,5.0
2025-01-12 20:37:50,ceimno1-04,5.0,27.0,24.0,5.0
2025-01-12 20:37:50,ceimno1-11,5.0,26.0,23.0,5.0
2025-01-12 20:37:50,ceimno1-12,5.0,67.0,33.0,6.0
2025-01-12 20:37:50,ceimno1-13,0.0,8.0,9.0,6.0
2025-01-12 20:37:50,ceimno1-16,4.0,18.0,11.0,5.0
2025-01-12 20:37:50,ceimno1-18,5.0,22.0,23.0,6.0
2025-01-12 20:37:50,ceimpe1-04,7.0,61.0,65.0,18.0
2025-01-12 20:37:50,ceimpe1-07,5.0,30.0,29.0,7.0
2025-01-12 20:37:50,ceimpe1-13,4.0,33.0,32.0,5.0
2025-01-12 20:37:50,ceimpe1-15,4.0,29.0,18.0,4.0
2025-01-12 20:37:50,ceimsm1-04,3.0,13.0,12.0,3.0
2025-01-12 20:37:50,ceimsm1-05,3.0,15.0,12.0,3.0
2025-01-12 20:37:50,ceimsm1-06,3.0,14.0,12.0,3.0
2025-01-12 20:37:50,ceimsm1-07,5.0,15.0,15.0,5.0
2025-01-12 20:37:50,ceimsm1-10,5.0,16.0,14.0,5.0
2025-01-12 20:37:50,ceimsm1-12,5.0,14.0,14.0,5.0
2025-01-12 20:37:55,cecbep1-05,5.0,41.0,32.0,6.0
2025-01-12 20:37:55,cecbep1-06,4.0,39.0,37.0,4.0
2025-01-12 20:37:55,cecmaz1-04,3.0,18.0,23.0,3.0
2025-01-12 20:37:55,cecmaz1-07,4.0,25.0,23.0,5.0
2025-01-12 20:37:55,cecmsm1-01,3.0,117.0,45.0,4.0
2025-01-12 20:37:55,cecmsm1-02,19.0,185.0,133.0,20.0
2025-01-12 20:37:55,cecmsm1-05,3.0,138.0,41.0,4.0
2025-01-12 20:37:55,cecmsm1-07,3.0,97.0,30.0,3.0
2025-01-12 20:37:55,cefsbin3-02,4.0,44.0,41.0,5.0
2025-01-12 20:37:55,cefsbin3-05,5.0,42.0,37.0,6.0
2025-01-12 20:37:55,ceihta1-05,4.0,23.0,35.0,6.0
2025-01-12 20:37:55,ceihta1-13,5.0,39.0,31.0,6.0
2025-01-12 20:37:55,ceihta1-14,5.0,27.0,31.0,6.0
2025-01-12 20:37:55,ceihta1-18,6.0,30.0,22.0,6.0
2025-01-12 20:37:55,ceimno1-03,5.0,27.0,21.0,7.0
2025-01-12 20:37:55,ceimno1-06,5.0,22.0,27.0,6.0
2025-01-12 20:37:55,ceimno1-09,5.0,94.0,28.0,5.0
2025-01-12 20:37:55,ceimno1-15,6.0,55.0,25.0,7.0
2025-01-12 20:37:55,ceimpe1-02,5.0,139.0,37.0,5.0
2025-01-12 20:37:55,ceimpe1-06,6.0,240.0,60.0,9.0
2025-01-12 20:37:55,ceimpe1-08,5.0,175.0,26.0,6.0
2025-01-12 20:37:55,ceimpe1-12,5.0,246.0,24.0,6.0
2025-01-12 20:37:55,ceimpe1-14,22.0,554.0,222.0,43.0
2025-01-12 20:37:55,ceimsm1-11,5.0,14.0,17.0,5.0
2025-01-12 20:37:55,ceimsm1-17,4.0,13.0,14.0,5.0
2025-01-12 20:38:00,cecbep1-01,5.0,34.0,32.0,5.0
2025-01-12 20:38:00,cecbep1-03,4.0,49.0,32.0,4.0
2025-01-12 20:38:00,cecbep1-04,4.0,61.0,36.0,5.0
2025-01-12 20:38:00,cecbep1-07,4.0,36.0,30.0,4.0
2025-01-12 20:38:00,cecmaz1-01,4.0,21.0,23.0,4.0
2025-01-12 20:38:00,cecmaz1-02,3.0,22.0,24.0,3.0
2025-01-12 20:38:00,cecmaz1-03,4.0,21.0,22.0,4.0
2025-01-12 20:38:00,cecmaz1-06,3.0,25.0,24.0,3.0
2025-01-12 20:38:00,cecmaz1-08,4.0,20.0,23.0,4.0
2025-01-12 20:38:00,cecmsm1-04,5.0,368.0,62.0,13.0
2025-01-12 20:38:00,cefsbin3-01,4.0,34.0,44.0,5.0
2025-01-12 20:38:00,ceihta1-01,5.0,27.0,26.0,5.0
2025-01-12 20:38:00,ceihta1-02,5.0,33.0,33.0,6.0
2025-01-12 20:38:00,ceihta1-03,5.0,31.0,30.0,6.0
2025-01-12 20:38:00,ceihta1-04,5.0,33.0,27.0,6.0
2025-01-12 20:38:00,ceihta1-06,6.0,172.0,34.0,5.0
2025-01-12 20:38:00,ceihta1-08,5.0,126.0,33.0,5.0
2025-01-12 20:38:00,ceihta1-10,5.0,29.0,36.0,5.0
2025-01-12 20:38:00,ceihta1-11,5.0,29.0,33.0,5.0
2025-01-12 20:38:00,ceihta1-16,4.0,25.0,36.0,6.0
2025-01-12 20:38:00,ceihta1-17,4.0,442.0,37.0,6.0
2025-01-12 20:38:00,ceimno1-02,5.0,26.0,27.0,5.0
2025-01-12 20:38:00,ceimno1-05,4.0,25.0,24.0,5.0
2025-01-12 20:38:00,ceimno1-07,5.0,27.0,20.0,5.0
2025-01-12 20:38:00,ceimno1-08,4.0,49.0,50.0,5.0
2025-01-12 20:38:00,ceimno1-10,5.0,30.0,29.0,6.0
2025-01-12 20:38:00,ceimno1-17,5.0,21.0,24.0,5.0
2025-01-12 20:38:00,ceimpe1-01,7.0,72.0,61.0,24.0
2025-01-12 20:38:00,ceimpe1-09,5.0,198.0,29.0,7.0
2025-01-12 20:38:00,ceimpe1-10,6.0,240.0,47.0,9.0
2025-01-12 20:38:00,ceimpe1-11,7.0,249.0,43.0,10.0
2025-01-12 20:38:00,ceimsm1-01,3.0,16.0,14.0,3.0
2025-01-12 20:38:00,ceimsm1-02,3.0,13.0,13.0,3.0
2025-01-12 20:38:00,ceimsm1-03,3.0,14.0,13.0,3.0
2025-01-12 20:38:00,ceimsm1-08,4.0,17.0,13.0,5.0
2025-01-12 20:38:00,ceimsm1-13,5.0,16.0,19.0,6.0
2025-01-12 20:38:00,ceimsm1-14,5.0,16.0,19.0,5.0
2025-01-12 20:38:00,ceimsm1-15,6.0,22.0,32.0,9.0
2025-01-12 20:38:00,ceimsm1-18,5.0,19.0,17.0,6.0
2025-01-12 20:38:05,cecbep1-02,5.0,36.0,29.0,5.0
2025-01-12 20:38:05,cecbep1-08,5.0,41.0,34.0,5.0
