sep=,
"Time","avg-resp-time-miss.cecbep1-01","avg-resp-time-hit.cecbep1-01","avg-resp-time-miss-https.cecbep1-01","avg-resp-time-hit-https.cecbep1-01","avg-resp-time-miss.cecbep1-02","avg-resp-time-hit.cecbep1-02","avg-resp-time-miss-https.cecbep1-02","avg-resp-time-hit-https.cecbep1-02","avg-resp-time-miss.cecbep1-03","avg-resp-time-hit.cecbep1-03","avg-resp-time-miss-https.cecbep1-03","avg-resp-time-hit-https.cecbep1-03","avg-resp-time-miss.cecbep1-04","avg-resp-time-hit.cecbep1-04","avg-resp-time-miss-https.cecbep1-04","avg-resp-time-hit-https.cecbep1-04","avg-resp-time-miss.cecbep1-05","avg-resp-time-hit.cecbep1-05","avg-resp-time-miss-https.cecbep1-05","avg-resp-time-hit-https.cecbep1-05","avg-resp-time-miss.cecbep1-06","avg-resp-time-hit.cecbep1-06","avg-resp-time-miss-https.cecbep1-06","avg-resp-time-hit-https.cecbep1-06","avg-resp-time-miss.cecbep1-07","avg-resp-time-hit.cecbep1-07","avg-resp-time-miss-https.cecbep1-07","avg-resp-time-hit-https.cecbep1-07","avg-resp-time-miss.cecbep1-08","avg-resp-time-hit.cecbep1-08","avg-resp-time-miss-https.cecbep1-08","avg-resp-time-hit-https.cecbep1-08","avg-resp-time-miss.cecmaz1-01","avg-resp-time-hit.cecmaz1-01","avg-resp-time-miss-https.cecmaz1-01","avg-resp-time-hit-https.cecmaz1-01","avg-resp-time-miss.cecmaz1-02","avg-resp-time-hit.cecmaz1-02","avg-resp-time-miss-https.cecmaz1-02","avg-resp-time-hit-https.cecmaz1-02","avg-resp-time-miss.cecmaz1-03","avg-resp-time-hit.cecmaz1-03","avg-resp-time-miss-https.cecmaz1-03","avg-resp-time-hit-https.cecmaz1-03","avg-resp-time-miss.cecmaz1-04","avg-resp-time-hit.cecmaz1-04","avg-resp-time-miss-https.cecmaz1-04","avg-resp-time-hit-https.cecmaz1-04","avg-resp-time-miss.cecmaz1-05","avg-resp-time-hit.cecmaz1-05","avg-resp-time-miss-https.cecmaz1-05","avg-resp-time-hit-https.cecmaz1-05","avg-resp-time-miss.cecmaz1-06","avg-resp-time-hit.cecmaz1-06","avg-resp-time-miss-https.cecmaz1-06","avg-resp-time-hit-https.cecmaz1-06","avg-resp-time-miss.cecmaz1-07","avg-resp-time-hit.cecmaz1-07","avg-resp-time-miss-https.cecmaz1-07","avg-resp-time-hit-https.cecmaz1-07","avg-resp-time-miss.cecmaz1-08","avg-resp-time-hit.cecmaz1-08","avg-resp-time-miss-https.cecmaz1-08","avg-resp-time-hit-https.cecmaz1-08","avg-resp-time-miss.cecmsm1-01","avg-resp-time-hit.cecmsm1-01","avg-resp-time-miss-https.cecmsm1-01","avg-resp-time-hit-https.cecmsm1-01","avg-resp-time-miss.cecmsm1-02","avg-resp-time-hit.cecmsm1-02","avg-resp-time-miss-https.cecmsm1-02","avg-resp-time-hit-https.cecmsm1-02","avg-resp-time-miss.cecmsm1-03","avg-resp-time-hit.cecmsm1-03","avg-resp-time-miss-https.cecmsm1-03","avg-resp-time-hit-https.cecmsm1-03","avg-resp-time-miss.cecmsm1-04","avg-resp-time-hit.cecmsm1-04","avg-resp-time-miss-https.cecmsm1-04","avg-resp-time-hit-https.cecmsm1-04","avg-resp-time-miss.cecmsm1-05","avg-resp-time-hit.cecmsm1-05","avg-resp-time-miss-https.cecmsm1-05","avg-resp-time-hit-https.cecmsm1-05","avg-resp-time-miss.cecmsm1-06","avg-resp-time-hit.cecmsm1-06","avg-resp-time-miss-https.cecmsm1-06","avg-resp-time-hit-https.cecmsm1-06","avg-resp-time-miss.cecmsm1-07","avg-resp-time-hit.cecmsm1-07","avg-resp-time-miss-https.cecmsm1-07","avg-resp-time-hit-https.cecmsm1-07","avg-resp-time-miss.cecmsm1-08","avg-resp-time-hit.cecmsm1-08","avg-resp-time-miss-https.cecmsm1-08","avg-resp-time-hit-https.cecmsm1-08","avg-resp-time-miss.cefsbin3-01","avg-resp-time-hit.cefsbin3-01","avg-resp-time-miss-https.cefsbin3-01","avg-resp-time-hit-https.cefsbin3-01","avg-resp-time-miss.cefsbin3-02","avg-resp-time-hit.cefsbin3-02","avg-resp-time-miss-https.cefsbin3-02","avg-resp-time-hit-https.cefsbin3-02","avg-resp-time-miss.cefsbin3-03","avg-resp-time-hit.cefsbin3-03","avg-resp-time-miss-https.cefsbin3-03","avg-resp-time-hit-https.cefsbin3-03","avg-resp-time-miss.cefsbin3-04","avg-resp-time-hit.cefsbin3-04","avg-resp-time-miss-https.cefsbin3-04","avg-resp-time-hit-https.cefsbin3-04","avg-resp-time-miss.cefsbin3-05","avg-resp-time-hit.cefsbin3-05","avg-resp-time-miss-https.cefsbin3-05","avg-resp-time-hit-https.cefsbin3-05","avg-resp-time-miss.cefsbin3-06","avg-resp-time-hit.cefsbin3-06","avg-resp-time-miss-https.cefsbin3-06","avg-resp-time-hit-https.cefsbin3-06","avg-resp-time-miss.ceihta1-01","avg-resp-time-hit.ceihta1-01","avg-resp-time-miss-https.ceihta1-01","avg-resp-time-hit-https.ceihta1-01","avg-resp-time-miss.ceihta1-02","avg-resp-time-hit.ceihta1-02","avg-resp-time-miss-https.ceihta1-02","avg-resp-time-hit-https.ceihta1-02","avg-resp-time-miss.ceihta1-03","avg-resp-time-hit.ceihta1-03","avg-resp-time-miss-https.ceihta1-03","avg-resp-time-hit-https.ceihta1-03","avg-resp-time-miss.ceihta1-04","avg-resp-time-hit.ceihta1-04","avg-resp-time-miss-https.ceihta1-04","avg-resp-time-hit-https.ceihta1-04","avg-resp-time-miss.ceihta1-05","avg-resp-time-hit.ceihta1-05","avg-resp-time-miss-https.ceihta1-05","avg-resp-time-hit-https.ceihta1-05","avg-resp-time-miss.ceihta1-06","avg-resp-time-hit.ceihta1-06","avg-resp-time-miss-https.ceihta1-06","avg-resp-time-hit-https.ceihta1-06","avg-resp-time-miss.ceihta1-07","avg-resp-time-hit.ceihta1-07","avg-resp-time-miss-https.ceihta1-07","avg-resp-time-hit-https.ceihta1-07","avg-resp-time-miss.ceihta1-08","avg-resp-time-hit.ceihta1-08","avg-resp-time-miss-https.ceihta1-08","avg-resp-time-hit-https.ceihta1-08","avg-resp-time-miss.ceihta1-09","avg-resp-time-hit.ceihta1-09","avg-resp-time-miss-https.ceihta1-09","avg-resp-time-hit-https.ceihta1-09","avg-resp-time-miss.ceihta1-10","avg-resp-time-hit.ceihta1-10","avg-resp-time-miss-https.ceihta1-10","avg-resp-time-hit-https.ceihta1-10","avg-resp-time-miss.ceihta1-11","avg-resp-time-hit.ceihta1-11","avg-resp-time-miss-https.ceihta1-11","avg-resp-time-hit-https.ceihta1-11","avg-resp-time-miss.ceihta1-12","avg-resp-time-hit.ceihta1-12","avg-resp-time-miss-https.ceihta1-12","avg-resp-time-hit-https.ceihta1-12","avg-resp-time-miss.ceihta1-13","avg-resp-time-hit.ceihta1-13","avg-resp-time-miss-https.ceihta1-13","avg-resp-time-hit-https.ceihta1-13","avg-resp-time-miss.ceihta1-14","avg-resp-time-hit.ceihta1-14","avg-resp-time-miss-https.ceihta1-14","avg-resp-time-hit-https.ceihta1-14","avg-resp-time-miss.ceihta1-15","avg-resp-time-hit.ceihta1-15","avg-resp-time-miss-https.ceihta1-15","avg-resp-time-hit-https.ceihta1-15","avg-resp-time-miss.ceihta1-16","avg-resp-time-hit.ceihta1-16","avg-resp-time-miss-https.ceihta1-16","avg-resp-time-hit-https.ceihta1-16","avg-resp-time-miss.ceihta1-17","avg-resp-time-hit.ceihta1-17","avg-resp-time-miss-https.ceihta1-17","avg-resp-time-hit-https.ceihta1-17","avg-resp-time-miss.ceihta1-18","avg-resp-time-hit.ceihta1-18","avg-resp-time-miss-https.ceihta1-18","avg-resp-time-hit-https.ceihta1-18","avg-resp-time-miss.ceihta1-19","avg-resp-time-hit.ceihta1-19","avg-resp-time-miss-https.ceihta1-19","avg-resp-time-hit-https.ceihta1-19","avg-resp-time-miss.ceihta1-20","avg-resp-time-hit.ceihta1-20","avg-resp-time-miss-https.ceihta1-20","avg-resp-time-hit-https.ceihta1-20","avg-resp-time-miss.ceimno1-01","avg-resp-time-hit.ceimno1-01","avg-resp-time-miss-https.ceimno1-01","avg-resp-time-hit-https.ceimno1-01","avg-resp-time-miss.ceimno1-02","avg-resp-time-hit.ceimno1-02","avg-resp-time-miss-https.ceimno1-02","avg-resp-time-hit-https.ceimno1-02","avg-resp-time-miss.ceimno1-03","avg-resp-time-hit.ceimno1-03","avg-resp-time-miss-https.ceimno1-03","avg-resp-time-hit-https.ceimno1-03","avg-resp-time-miss.ceimno1-04","avg-resp-time-hit.ceimno1-04","avg-resp-time-miss-https.ceimno1-04","avg-resp-time-hit-https.ceimno1-04","avg-resp-time-miss.ceimno1-05","avg-resp-time-hit.ceimno1-05","avg-resp-time-miss-https.ceimno1-05","avg-resp-time-hit-https.ceimno1-05","avg-resp-time-miss.ceimno1-06","avg-resp-time-hit.ceimno1-06","avg-resp-time-miss-https.ceimno1-06","avg-resp-time-hit-https.ceimno1-06","avg-resp-time-miss.ceimno1-07","avg-resp-time-hit.ceimno1-07","avg-resp-time-miss-https.ceimno1-07","avg-resp-time-hit-https.ceimno1-07","avg-resp-time-miss.ceimno1-08","avg-resp-time-hit.ceimno1-08","avg-resp-time-miss-https.ceimno1-08","avg-resp-time-hit-https.ceimno1-08","avg-resp-time-miss.ceimno1-09","avg-resp-time-hit.ceimno1-09","avg-resp-time-miss-https.ceimno1-09","avg-resp-time-hit-https.ceimno1-09","avg-resp-time-miss.ceimno1-10","avg-resp-time-hit.ceimno1-10","avg-resp-time-miss-https.ceimno1-10","avg-resp-time-hit-https.ceimno1-10","avg-resp-time-miss.ceimno1-11","avg-resp-time-hit.ceimno1-11","avg-resp-time-miss-https.ceimno1-11","avg-resp-time-hit-https.ceimno1-11","avg-resp-time-miss.ceimno1-12","avg-resp-time-hit.ceimno1-12","avg-resp-time-miss-https.ceimno1-12","avg-resp-time-hit-https.ceimno1-12","avg-resp-time-miss.ceimno1-13","avg-resp-time-hit.ceimno1-13","avg-resp-time-miss-https.ceimno1-13","avg-resp-time-hit-https.ceimno1-13","avg-resp-time-miss.ceimno1-14","avg-resp-time-hit.ceimno1-14","avg-resp-time-miss-https.ceimno1-14","avg-resp-time-hit-https.ceimno1-14","avg-resp-time-miss.ceimno1-15","avg-resp-time-hit.ceimno1-15","avg-resp-time-miss-https.ceimno1-15","avg-resp-time-hit-https.ceimno1-15","avg-resp-time-miss.ceimno1-16","avg-resp-time-hit.ceimno1-16","avg-resp-time-miss-https.ceimno1-16","avg-resp-time-hit-https.ceimno1-16","avg-resp-time-miss.ceimno1-17","avg-resp-time-hit.ceimno1-17","avg-resp-time-miss-https.ceimno1-17","avg-resp-time-hit-https.ceimno1-17","avg-resp-time-miss.ceimno1-18","avg-resp-time-hit.ceimno1-18","avg-resp-time-miss-https.ceimno1-18","avg-resp-time-hit-https.ceimno1-18","avg-resp-time-miss.ceimno1-19","avg-resp-time-hit.ceimno1-19","avg-resp-time-miss-https.ceimno1-19","avg-resp-time-hit-https.ceimno1-19","avg-resp-time-miss.ceimpe1-01","avg-resp-time-hit.ceimpe1-01","avg-resp-time-miss-https.ceimpe1-01","avg-resp-time-hit-https.ceimpe1-01","avg-resp-time-miss.ceimpe1-02","avg-resp-time-hit.ceimpe1-02","avg-resp-time-miss-https.ceimpe1-02","avg-resp-time-hit-https.ceimpe1-02","avg-resp-time-miss.ceimpe1-03","avg-resp-time-hit.ceimpe1-03","avg-resp-time-miss-https.ceimpe1-03","avg-resp-time-hit-https.ceimpe1-03","avg-resp-time-miss.ceimpe1-04","avg-resp-time-hit.ceimpe1-04","avg-resp-time-miss-https.ceimpe1-04","avg-resp-time-hit-https.ceimpe1-04","avg-resp-time-miss.ceimpe1-05","avg-resp-time-hit.ceimpe1-05","avg-resp-time-miss-https.ceimpe1-05","avg-resp-time-hit-https.ceimpe1-05","avg-resp-time-miss.ceimpe1-06","avg-resp-time-hit.ceimpe1-06","avg-resp-time-miss-https.ceimpe1-06","avg-resp-time-hit-https.ceimpe1-06","avg-resp-time-miss.ceimpe1-07","avg-resp-time-hit.ceimpe1-07","avg-resp-time-miss-https.ceimpe1-07","avg-resp-time-hit-https.ceimpe1-07","avg-resp-time-miss.ceimpe1-08","avg-resp-time-hit.ceimpe1-08","avg-resp-time-miss-https.ceimpe1-08","avg-resp-time-hit-https.ceimpe1-08","avg-resp-time-miss.ceimpe1-09","avg-resp-time-hit.ceimpe1-09","avg-resp-time-miss-https.ceimpe1-09","avg-resp-time-hit-https.ceimpe1-09","avg-resp-time-miss.ceimpe1-10","avg-resp-time-hit.ceimpe1-10","avg-resp-time-miss-https.ceimpe1-10","avg-resp-time-hit-https.ceimpe1-10","avg-resp-time-miss.ceimpe1-11","avg-resp-time-hit.ceimpe1-11","avg-resp-time-miss-https.ceimpe1-11","avg-resp-time-hit-https.ceimpe1-11","avg-resp-time-miss.ceimpe1-12","avg-resp-time-hit.ceimpe1-12","avg-resp-time-miss-https.ceimpe1-12","avg-resp-time-hit-https.ceimpe1-12","avg-resp-time-miss.ceimpe1-13","avg-resp-time-hit.ceimpe1-13","avg-resp-time-miss-https.ceimpe1-13","avg-resp-time-hit-https.ceimpe1-13","avg-resp-time-miss.ceimpe1-14","avg-resp-time-hit.ceimpe1-14","avg-resp-time-miss-https.ceimpe1-14","avg-resp-time-hit-https.ceimpe1-14","avg-resp-time-miss.ceimpe1-15","avg-resp-time-hit.ceimpe1-15","avg-resp-time-miss-https.ceimpe1-15","avg-resp-time-hit-https.ceimpe1-15","avg-resp-time-miss.ceimsm1-01","avg-resp-time-hit.ceimsm1-01","avg-resp-time-miss-https.ceimsm1-01","avg-resp-time-hit-https.ceimsm1-01","avg-resp-time-miss.ceimsm1-02","avg-resp-time-hit.ceimsm1-02","avg-resp-time-miss-https.ceimsm1-02","avg-resp-time-hit-https.ceimsm1-02","avg-resp-time-miss.ceimsm1-03","avg-resp-time-hit.ceimsm1-03","avg-resp-time-miss-https.ceimsm1-03","avg-resp-time-hit-https.ceimsm1-03","avg-resp-time-miss.ceimsm1-04","avg-resp-time-hit.ceimsm1-04","avg-resp-time-miss-https.ceimsm1-04","avg-resp-time-hit-https.ceimsm1-04","avg-resp-time-miss.ceimsm1-05","avg-resp-time-hit.ceimsm1-05","avg-resp-time-miss-https.ceimsm1-05","avg-resp-time-hit-https.ceimsm1-05","avg-resp-time-miss.ceimsm1-06","avg-resp-time-hit.ceimsm1-06","avg-resp-time-miss-https.ceimsm1-06","avg-resp-time-hit-https.ceimsm1-06","avg-resp-time-miss.ceimsm1-07","avg-resp-time-hit.ceimsm1-07","avg-resp-time-miss-https.ceimsm1-07","avg-resp-time-hit-https.ceimsm1-07","avg-resp-time-miss.ceimsm1-08","avg-resp-time-hit.ceimsm1-08","avg-resp-time-miss-https.ceimsm1-08","avg-resp-time-hit-https.ceimsm1-08","avg-resp-time-miss.ceimsm1-09","avg-resp-time-hit.ceimsm1-09","avg-resp-time-miss-https.ceimsm1-09","avg-resp-time-hit-https.ceimsm1-09","avg-resp-time-miss.ceimsm1-10","avg-resp-time-hit.ceimsm1-10","avg-resp-time-miss-https.ceimsm1-10","avg-resp-time-hit-https.ceimsm1-10","avg-resp-time-miss.ceimsm1-11","avg-resp-time-hit.ceimsm1-11","avg-resp-time-miss-https.ceimsm1-11","avg-resp-time-hit-https.ceimsm1-11","avg-resp-time-miss.ceimsm1-12","avg-resp-time-hit.ceimsm1-12","avg-resp-time-miss-https.ceimsm1-12","avg-resp-time-hit-https.ceimsm1-12","avg-resp-time-miss.ceimsm1-13","avg-resp-time-hit.ceimsm1-13","avg-resp-time-miss-https.ceimsm1-13","avg-resp-time-hit-https.ceimsm1-13","avg-resp-time-miss.ceimsm1-14","avg-resp-time-hit.ceimsm1-14","avg-resp-time-miss-https.ceimsm1-14","avg-resp-time-hit-https.ceimsm1-14","avg-resp-time-miss.ceimsm1-15","avg-resp-time-hit.ceimsm1-15","avg-resp-time-miss-https.ceimsm1-15","avg-resp-time-hit-https.ceimsm1-15","avg-resp-time-miss.ceimsm1-16","avg-resp-time-hit.ceimsm1-16","avg-resp-time-miss-https.ceimsm1-16","avg-resp-time-hit-https.ceimsm1-16","avg-resp-time-miss.ceimsm1-17","avg-resp-time-hit.ceimsm1-17","avg-resp-time-miss-https.ceimsm1-17","avg-resp-time-hit-https.ceimsm1-17","avg-resp-time-miss.ceimsm1-18","avg-resp-time-hit.ceimsm1-18","avg-resp-time-miss-https.ceimsm1-18","avg-resp-time-hit-https.ceimsm1-18","avg-resp-time-miss.codmno1-05","avg-resp-time-hit.codmno1-05","avg-resp-time-miss-https.codmno1-05","avg-resp-time-hit-https.codmno1-05","avg-resp-time-miss.codmpe1-05","avg-resp-time-hit.codmpe1-05","avg-resp-time-miss-https.codmpe1-05","avg-resp-time-hit-https.codmpe1-05"
2025-01-12 20:00:00,34,4,4,40,,,,,28,5,4,76,36,4,4,39,,,,,,,,,30,4,4,36,,,,,,,,,,,,,,,,,,,,,,,,,22,4,4,27,,,,,22,4,4,27,,,,,,,,,,,,,20,4,4,24,,,,,,,,,,,,,,,,,37,5,5,36,,,,,,,,,,,,,,,,,,,,,28,7,6,22,41,5,6,29,,,,,23,5,19,34,,,,,18,5,5,37,29,5,6,23,30,5,6,36,30,6,5,28,30,5,6,22,35,5,6,36,,,,,,,,,,,,,23,5,7,26,30,5,6,32,50,7,5,33,,,,,,,,,,,,,,,,,56,6,7,41,,,,,,,,,79,5,8,45,,,,,16,7,5,29,28,5,7,44,,,,,265,11,27,511,,,,,,,,,,,,,,,,,,,,,,,,,38,7,6,26,,,,,,,,,30,7,9,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,16,35,620,,,,,637,9,36,235,,,,,106,7,13,214,,,,,,,,,11,3,3,12,11,3,3,16,,,,,10,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,6,18,13,5,5,17,14,5,6,31,15,6,6,22,,,,,13,5,5,18,27,4,4,24,,,,
2025-01-12 20:00:05,,,,,28,4,4,41,,,,,,,,,,,,,,,,,,,,,34,4,6,36,,,,,,,,,,,,,,,,,21,4,3,26,,,,,20,4,4,26,,,,,,,,,24,4,4,31,,,,,,,,,,,,,27,4,4,29,,,,,,,,,,,,,,,,,36,5,5,42,35,4,4,35,,,,,32,4,4,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,4,5,34,,,,,22,5,6,31,,,,,,,,,,,,,,,,,20,4,5,30,35,4,5,33,53,7,10,54,,,,,,,,,34,5,6,28,,,,,,,,,,,,,,,,,,,,,,,,,47,7,6,30,255,9,26,616,8,0,5,9,,,,,,,,,40,5,7,28,,,,,35,5,6,27,43,4,3,33,,,,,,,,,,,,,103,8,21,169,,,,,,,,,106,6,12,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,4,31,,,,,,,,,,,,,,,,,10,3,3,17,13,3,3,41,17,5,5,15,,,,,,,,,17,5,5,22,,,,,19,5,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12 20:00:10,,,,,,,,,,,,,,,,,35,4,4,30,33,4,4,44,,,,,,,,,23,4,4,26,22,4,4,29,24,4,4,22,23,3,3,25,,,,,,,,,,,,,,,,,22,4,4,28,,,,,22,4,4,25,,,,,27,4,4,27,,,,,25,3,3,25,26,3,3,25,,,,,25,4,4,40,,,,,,,,,29,4,4,35,,,,,,,,,,,,,30,4,6,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4,7,32,,,,,,,,,,,,,,,,,28,5,4,30,,,,,,,,,,,,,,,,,74,14,10,65,,,,,,,,,61,5,6,47,29,5,5,25,,,,,60,6,7,37,,,,,,,,,,,,,,,,,,,,,84,18,19,707,,,,,,,,,,,,,,,,,,,,,,,,,44,5,6,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4,4,43,,,,,,,,,,,,,14,4,3,20,,,,,,,,,,,,,,,,,16,5,6,22,26,4,5,28,,,,,15,5,6,20,,,,,,,,,,,,,,,,,,,,,15,5,5,24,,,,,,,,,,,,
2025-01-12 20:00:15,35,4,4,35,,,,,31,4,4,82,36,4,4,38,,,,,,,,,33,4,4,39,,,,,,,,,,,,,,,,,,,,,,,,,24,4,4,25,,,,,22,4,4,27,,,,,,,,,,,,,20,4,4,22,,,,,,,,,,,,,,,,,41,4,5,35,,,,,,,,,,,,,,,,,,,,,33,5,6,28,29,5,6,32,,,,,27,5,18,34,,,,,23,5,5,34,23,5,6,42,32,5,6,32,35,6,5,32,28,6,6,23,29,5,6,29,,,,,,,,,,,,,25,5,7,25,27,5,6,36,44,7,5,83,,,,,,,,,,,,,,,,,61,6,6,34,,,,,,,,,34,5,6,36,,,,,,,,,51,5,8,45,,,,,292,15,31,173,,,,,,,,,,,,,,,,,,,,,,,,,33,6,6,27,,,,,,,,,24,5,6,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,17,26,88,,,,,114,5,9,81,,,,,,,,,11,3,3,15,12,3,3,16,,,,,11,3,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,6,20,15,5,5,17,13,6,6,20,19,6,6,22,,,,,14,4,5,22,39,4,4,24,,,,
2025-01-12 20:00:20,,,,,29,4,4,42,,,,,,,,,,,,,,,,,,,,,32,4,6,38,,,,,,,,,,,,,,,,,20,4,4,25,,,,,22,3,3,24,,,,,,,,,26,4,5,33,,,,,,,,,,,,,25,4,4,27,,,,,,,,,,,,,,,,,42,5,5,37,34,4,4,34,,,,,24,4,4,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,5,5,33,,,,,25,5,5,28,,,,,,,,,,,,,,,,,24,4,6,34,28,4,5,29,67,8,12,81,,,,,,,,,38,5,7,39,,,,,,,,,,,,,,,,,,,,,,,,,57,9,8,60,,,,,8,0,5,10,,,,,,,,,27,5,6,42,,,,,31,5,6,27,20,6,3,29,,,,,,,,,,,,,163,8,23,197,,,,,,,,,67,6,11,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4,4,40,,,,,,,,,,,,,,,,,10,3,3,15,13,3,3,30,17,5,5,23,,,,,,,,,33,5,5,21,,,,,16,5,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12 20:00:25,,,,,,,,,,,,,,,,,32,4,4,31,48,4,4,38,,,,,,,,,19,4,4,29,21,4,4,32,24,4,4,25,28,3,3,25,,,,,,,,,,,,,,,,,24,4,4,25,,,,,25,4,4,24,,,,,31,5,5,30,,,,,24,3,3,24,24,3,3,27,,,,,27,5,4,42,,,,,,,,,32,4,4,42,,,,,,,,,,,,,29,4,6,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4,7,36,,,,,,,,,,,,,,,,,26,5,4,31,,,,,,,,,,,,,,,,,52,8,9,43,,,,,,,,,53,6,6,48,29,5,5,54,,,,,50,6,7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,5,6,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,4,38,,,,,,,,,,,,,15,3,3,53,,,,,,,,,,,,,,,,,16,5,5,27,14,4,5,16,,,,,15,5,5,28,,,,,,,,,,,,,,,,,,,,,13,5,5,21,,,,,,,,,,,,
2025-01-12 20:00:30,34,4,4,35,,,,,29,4,4,58,34,4,4,41,,,,,,,,,30,4,4,38,,,,,,,,,,,,,,,,,,,,,,,,,27,4,4,28,,,,,23,4,4,30,,,,,,,,,,,,,21,4,4,23,,,,,,,,,,,,,,,,,40,5,5,41,,,,,,,,,,,,,,,,,,,,,30,5,6,26,29,5,6,36,,,,,21,5,18,37,,,,,23,5,6,31,19,5,6,27,29,5,5,33,39,6,5,32,26,6,6,26,31,5,6,30,,,,,,,,,,,,,25,5,7,47,20,5,7,41,186,13,18,318,,,,,,,,,,,,,,,,,37,5,6,29,,,,,,,,,31,5,6,38,,,,,,,,,44,5,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,6,6,55,,,,,,,,,26,5,6,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,7,13,150,,,,,41,4,5,31,,,,,,,,,14,3,3,13,12,3,3,15,,,,,11,3,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,5,53,13,5,5,16,24,5,5,36,16,6,6,19,,,,,12,4,5,20,29,4,4,33,,,,
2025-01-12 20:00:35,,,,,25,4,4,30,,,,,,,,,,,,,,,,,,,,,35,4,6,39,,,,,,,,,,,,,,,,,20,4,3,25,,,,,22,3,4,24,,,,,,,,,28,4,4,31,,,,,,,,,,,,,25,4,4,26,,,,,,,,,,,,,,,,,44,4,5,42,38,4,5,40,,,,,31,4,5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,5,34,,,,,32,5,5,30,,,,,,,,,,,,,,,,,37,4,6,44,30,4,5,25,24,6,6,36,,,,,,,,,28,5,5,41,,,,,,,,,,,,,,,,,,,,,,,,,32,6,6,34,,,,,8,0,5,9,,,,,,,,,32,4,5,26,,,,,33,5,6,46,22,4,3,24,,,,,,,,,,,,,53,7,17,49,,,,,,,,,47,6,9,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,4,31,,,,,,,,,,,,,,,,,24,3,3,14,11,3,3,15,24,6,6,21,,,,,,,,,12,5,5,30,,,,,18,5,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12 20:00:40,,,,,,,,,,,,,,,,,29,4,4,29,39,4,4,41,,,,,,,,,22,4,4,30,27,4,4,27,22,3,4,19,28,3,3,23,,,,,,,,,,,,,,,,,25,4,4,25,,,,,23,4,4,28,,,,,35,5,6,35,,,,,23,3,3,24,26,3,4,24,,,,,27,5,5,51,,,,,,,,,32,3,4,34,,,,,,,,,,,,,24,5,6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,8,37,,,,,,,,,,,,,,,,,39,5,4,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,6,6,36,20,5,5,25,,,,,33,5,6,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,6,7,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,10,71,,,,,,,,,,,,,14,3,3,15,,,,,,,,,,,,,,,,,19,5,5,21,15,4,5,15,,,,,13,5,5,23,,,,,,,,,,,,,,,,,,,,,13,4,5,16,,,,,,,,,,,,
